name,styleUrl,styleHash,Contact Names,Phone,lon,lat
Middlesex High School,#0,5541b804,John Porter,(804) 758-2132,-76.600975637028,37.608196638095
"Mill Mountain Discovery Center, Roanoke Rec and Parks",#0,5541b804,Paul Chapman,540-853-1339,-79.944864404648,37.270807975778
Mill Mountain Zoo,#0,5541b804,Bambi Godkin,540-343-3241,-79.934279788276,37.249848775066
Miller School,#0,5541b804,Patrick L. France,434-823-4805,-78.701266928876,38.006198353658
Mills E. Godwin Middle School,#0,5541b804,Jehovanni Mitchell,704-670-6166,-77.436708591256,38.635585398082
"Mines Minerals & Energy (VA), Department of",#0,5541b804,Robin Jones,804-692-3224,-77.433420305373,37.53762762978
Moneta Elementary School,#0,5541b804,Barbara Rezzonico,540-586-1045,-79.524721377589,37.33161981698
Montgomery County Public Schools - Science Dept.,#0,5541b804,Dr. Patricia Gaudreau,540-381-6536,-80.40419530411,37.13210466251
Montgomery Regional Solid Waste Authority Education Coordinator,#0,5541b804,David Breeden,540-382-5700 ext. 4083,-80.392697437844,37.130903330002
Monticello High School (VaN School),#0,5541b804,Katrina Dudley,434-244-3100,-78.490963653214,37.999510569871
"Montpelier Foundation, The",#0,5541b804,"Sandra Mudrinich, Horticulturist",540-672-2728,-78.185865388022,38.223382784655
Moody Middle School,#0,5541b804,Beth Lewis,804-261-5015,-77.480275006245,37.625899096669
Morningside Elementary School,#0,5541b804,Johnathan Pait,540-853-2859,-79.940049781279,37.283445018338
Mount Vernon High School,#0,5541b804,Kate Salerno,571-423-4263,-77.223621328325,38.868195599177
"Mountain Lake Conservancy, The",#0,5541b804,Jessica Coker,540-626-7121 x444,-80.536103571831,37.355592358257
Mountain View Elementary School (VaN School),#0,5541b804,Ms. Rhodes,540-438-1965,-78.947437995449,38.457013585606
Mountain View Farm,#0,5541b804,Fred & Christie Huger,540-460-4161,-79.285621736197,37.899163191654
Mt. Olympus Farm,#0,5541b804,Mary West,804-387-1450,-77.482771621431,37.942290035185
Mud Pie Planet,#0,5541b804,Elizabeth Burke,703-839-0977,-77.273490848951,38.920079605011
Murray's Fly Shop,#0,5541b804,Harry Murray,540-984-4212,-78.565661440785,38.820791959461
Museum District Association,#0,5541b804,Robert Traub,804-257-9622,-77.483937495883,37.554471834875
Museum of Natural History - Eastern Mennonite University,#0,5541b804,Maureen Gallon,540-432-4400,-78.877624983482,38.470054066536
Nandua Middle School,#0,5541b804,Suzy Corson,(757) 787-7037,-75.724752586964,37.681508673132
Nansemond River Preservation Alliance,#0,5541b804,Elizabeth Taraski,757-745-7447,-76.495136678887,36.910133442257
Nansemond-Suffolk Academy,#0,5541b804,"Colley W. Bell, III",757-539-8789,-76.62198700476,36.774038325996
National Energy Education Development (NEED),#0,5541b804,Mary Sprull,703-257-1117,-77.449190821274,38.761628271935
National Historic Site - Maggie L. Walker,#0,5541b804,Dave Ruth,804-771-2017,-77.412139190914,37.527459538692
National Park Service - Blue Ridge Parkway,#0,5541b804,Paulette Mullinax,540-586-4496,-79.147024718225,37.869043892022
National Park Service - Richmond National Battlefield Park,#0,5541b804,David Ruth,804-226-1981,-77.412137534084,37.527462366744
National Wildlife Federation,#0,5541b804,Laura Hickey,703-438-6289,-77.330733425789,38.951610883218
Natural Awakenings Magazine,#0,5541b804,Tracy Garland,5404673257,-80.080530177189,37.283629499968
Natural Bridge Appalachian Trail Club,#0,5541b804,Gary Nero,434-384-0013,-79.215201650687,37.44923589481
Natural Bridge Elementary School (VaN School),#0,5541b804,Melanie Falls,540-291-2292,-79.498758210075,37.620156726741
Natural Tunnel State Park/Cove Ridge Education Center,#0,5541b804,,276-940-2674,-82.795994769942,36.718987724607
"Nature Camp, Inc.",#0,5541b804,Philip Coulling,540-377-2491,-79.221298255703,37.877524263786
"Nature Conservancy, The (VA Field Office)",#0,5541b804,Judy Dunscomb,434-295-6106,-78.483234282181,38.071849769685
Nature Investigations,#0,5541b804,Laura T. Beltran,706-220-0980,-79.831202093693,37.385177270669
"Nature Zone of Lynchburg Parks & Recreation, The",#0,5541b804,Kathie Driscoll,434-455-5828,-79.156971662481,37.40631661017
Nelson Elementary School,#0,5541b804,Jessica Winkley,757-886-7783,-76.56327169457,37.127745718406
New Bridge Academy,#0,5541b804,Rev. J. D. Sluss,804-737-7833,-77.237158244,37.506022191678
New Community Project,#0,5541b804,Tom Benevento,540-433-2363,-78.862881161276,38.457291288002
New Horizons Reg. Education Center (VaN School),#0,5541b804,David Creamer,757-766-1100,-76.411432694736,37.063974631534
New Kent Clean County Committee,#0,5541b804,Amy Walker,804-966-8580,-76.977560791518,37.517962337474
New Kent High School,#0,5541b804,Karen Schureman,804-966-9671,-76.981217896645,37.508379889762
"New Market, Town of",#0,5541b804,Evan Vass,540-740-3432,-78.671745185274,38.646051694812
New Quarter Park,#0,5541b804,Molly Nealer,757-890-5840,-76.645029666949,37.29339271788
New River Highlands RC&D,#0,5541b804,Gary Boring,276-228-2879 ,-81.055590826239,36.952476809571
New River Land Trust,#0,5541b804,John Eustis,540-951-1704,-80.40729818784,37.222701026866
New River Resource Authority,#0,5541b804,Sherry Johnson,(540) 674-1677,-80.671079864278,37.191831227193
New Vistas School,#0,5541b804,"Diane Roy, Marie Arrington",434-846-0301,-79.172401730904,37.398800600236
Newport News Green Foundation,#0,5541b804,Amanda Wroten,757-597-2842,-76.472058417905,37.086295437889
"Newport News Solid Waste Division, City of",#0,5541b804,Mayi Henriquez,757-269-2852,-76.502957276452,37.109180918967
Newsome Park Elementary School,#0,5541b804,Victor Martinez,757-928-6810,-76.422984201576,36.996022195825
Newton Marasco Foundation,#0,5541b804,Jenny Schmidt,703-748-7575,-77.213159935566,38.920370362121
Newton-Lee Elementary School,#0,5541b804,Gregory Mihalik,(571) 252-1535,-77.503252762067,39.057184204572
Newtown Elementary School,#0,5541b804,Wendy Bennett Singleton,757-648-4080,-76.163138484033,36.863042800283
NOAA -Chesapeake Bay Office/VA Institute of Marine Science (VIMS),#0,5541b804,Carol Hopper-Brill,804-684-7735,-76.501687781447,37.248114621221
Norfolk  Public Works- Stormwater Division,#0,5541b804,Fleta Jackson,757-823-4007,-76.253542012457,36.860854508553
Norfolk Botanical Garden,#0,5541b804,Donna Crabill,757-441-5830,-76.208567571155,36.906805744246
Norfolk Public Schools - Science Office,#0,5541b804,Dr. Veronica E. Haynes,757-628-3878,-76.284242585708,36.847386391611
North Branch School (VaN School),#0,5541b804,Bonnie Holliday,540-456-8450,-78.822283742424,37.998154219173
North Cross School,#0,5541b804,Sandy Patterson,540-989-6641,-79.986945587485,37.239064935466
Northampton County High School,#0,5541b804,Karen Leffel,757-678-5151,-75.946090992798,37.352882421271
Northampton High School,#0,5541b804,Sally Richardson,757-678-5151,-75.946091902128,37.352879178825
"Northern Neck Land Conservancy, Inc",#0,5541b804,Jamie M. Tucker,804-462-0979,-76.465081496723,37.77013045595
"Northern Neck Planning Commission, The",#0,5541b804,Jerry Davis,(804) 333-1900,-76.755586555947,37.964446431556
Northern Neck Residency VDOT/Environmental Section,#0,5541b804,Theresa Tabulenas,804-333-3696,-76.662111430181,37.959196355253
Northern Shenandoah Regional Commission,#0,5541b804,Gail Crigler,540-636-8800,-78.203738504193,38.930604758584
Northern Virginia 4-H Educational and Conference Center,#0,5541b804,"Nora Belle Comer, Director",540-635-7171,-78.194442195086,38.918170042748
"Northern Virginia Conservation Trust, The (NVCT)",#0,5541b804,Nancy Hyde,703.354.5093 ext. 23,-77.210408107412,38.838141394594
Northern Virginia Regional Commission (NVRC),#0,5541b804,Aimee Vosper,703-642-0700,-77.23419353866,38.866453589337
Northumberland Association for Progressive Stewardship (NAPS),#0,5541b804,Lynton Land,804-453-6605,-76.345479992289,37.882894058255
Nottoway High School,#0,5541b804,Michelle Wallace,434-645-9596,-78.101408786223,37.155975188957
Nottoway Intermediate School,#0,5541b804,Daisy Hicks,434-292-5353,-78.056428137225,37.119342694237
Oakton High School Ecology Club,#0,5541b804,Don Clark,703-319-2700,-77.282224622856,38.877423745814
"Ocean Encounters, Inc.",#0,5541b804,William Winram,no phone,-77.519753061728,37.656386087119
Ocean View Maritime Elementary School,#0,5541b804,Jennifer Boyer,757-531-3105,-76.260438870108,36.956263183755
Old Church Creamery,#0,5541b804,Catherine Long,804-513-3748,-77.192176531334,37.697806463366
"Old Dominion Resource Conservation & Development Council, Inc.",#0,5541b804,Joan Crenshaw,434-547-0540,-78.639671908439,37.056095863585
Oliver Wendell Holmes Middle School,#0,5541b804,Dr. Mark Emery,571-423-1270,-77.224524616141,38.86810212585
Orange County High School,#0,5541b804,"Doug Duncan, Principal",540-661-4300,-78.097509994309,38.245757125561
Orange County Litter Control Program,#0,5541b804,Ron Rose,540-672-9700,-78.112990161158,38.245556749982
Orange County Public Schools,#0,5541b804,Carol Hunter and Jessica L. Roy,540-661-4420 ext. 2086,-78.117371912828,38.240716461998
Oyster Reef Keepers of Virginia,#0,5541b804,Laurie Sorabella,757-460-1200,-76.107321040513,36.909991911333
P.B. Smith Elementary School,#0,5541b804,Barbara Dennee,540-442-7670,-77.760153792614,38.73680226889
Page County - Environmental Services,#0,5541b804,Linda Minke,540-743-3854,-78.58251857523,38.619609711693
Page County Middle School,#0,5541b804,Bobbi Wells,540-843-2808,-78.474550889024,38.664309825594
Park View Middle School,#0,5541b804,Linda G. Staylor,434-298-7847,-78.411860695598,36.663838623834
Parkside Middle School,#0,5541b804,Mrs. Mary Jane Boynton,703-361-3106,-77.436712615124,38.635585308132
Parry McCluer High School (Buena Vista School System),#0,5541b804,"Anna Graham, Principal",540-261-2127,-79.359842324316,37.718377584825
Patrick Henry Community College - Workforce Development and Continuing Education,#0,5541b804,Rhonda Hodges,(276) 656-0256,-79.870533266794,36.739404654303
Patrick Henry High School,#0,5541b804,Beverly Eason,276-739-3700,-81.756825245432,36.775746433552
Patrick Henry School of Science & Arts,#0,5541b804,Sabrina Beamon,804-888-7061,-77.46985984908,37.516128267788
Peabody Middle School,#0,5541b804,Johna Vazquez,804-862-7090,-77.387039506742,37.20283231018
Pearson's Corner Elementary School (VaN School),#0,5541b804,Linda Painter,804-723-3660,-77.389602865422,37.679265473602
Peasley Middle School (VaN School),#0,5541b804,Bryan Hartley,804-693-1499,-76.606302079649,37.413333413598
Perennial Roots,#0,5541b804,Stewart Lundy,757-709-8761,-75.668778879598,37.712725918693
Perrymont Elementary School,#0,5541b804,Karen Nelson,434-582-1100,-79.189737870636,37.388746947485
Petersburg High School,#0,5541b804,Johna Vazquez,804-862-7090,-77.387037702251,37.202830849191
Piedmont Environmental Council,#0,5541b804,Gem Bingol,703-431-6941,-77.793099742334,38.714595276417
Pittsylvania County Beautification & Litter Control,#0,5541b804,Ginger B. Jones,434-432-7794,-79.398107789571,36.826873789762
Pittsylvania County Schools,#0,5541b804,Elizabeth Craig,434-432-2761,-79.396186359819,36.82696186055
Plaza Middle School,#0,5541b804,Bob Carroll,757-648-4900,-76.077173171236,36.830978100689
Pocahontas Group Virginia Native Plant society,#0,5541b804,Ernest Wilson,804-278-6357,-77.465193029121,37.550032840693
Pocahontas State Park,#0,5541b804,Kristi Orcutt,(804) 796-4255,-77.580911947923,37.384550394787
Pollinator Plates,#0,5541b804,Samantha Gallagher,2402983570,-77.116839040044,38.815672705181
Poquoson Historical and Cultural Museum Foundation,#0,5541b804,Paul Whitlow,757-868-6899,-76.367093215713,37.128150658912
Portsmouth Catholic Regional School,#0,5541b804,Jennifer Grimm,(757) 488-6744,-76.354232064268,36.81914718577
Portsmouth Public Schools - Science Education Office,#0,5541b804,Laura Nelson,757-393-8535,-79.174064485454,37.382051243815
Potomac Conservancy,#0,5541b804,Anna Wadhams,301-608-1188 x.205,-77.027986192325,38.996545801856
Potomac Middle School,#0,5541b804,Mrs. Alfie L. Turner,703-221-4996,-77.436708969623,38.635583761237
Potowmack Elementary School,#0,5541b804,Michele Rzewski Copeland,(571) 434-3270,-77.395366019405,39.040058300609
Powell River Project Research and Education Center,#0,5541b804,Carl Zipper,(540) 231-9782,-80.424479507494,37.233210058639
Powhatan County Anti-Litter Council,#0,5541b804,Cathy Howland,(804) 598-5640,-77.918863610052,37.54117752523
Powhatan High School (VaN School),#0,5541b804,Sandy Lynch,(804) 598-5710,-77.800122391393,37.520655429604
Prince William Clean Community Council,#0,5541b804,Brenda Evans,571-285-3772,-77.340066585703,38.673854584325
Prince William Conservation Alliance,#0,5541b804,"Kim Hosen, Executive Director",703-499-4954,-77.53481384257,38.623050061939
Prince William County Schools,#0,5541b804,Steven L. Watts,703.791.7200,-77.436708686624,38.635586092463
Prince William County Service Authority (PWCSA),#0,5541b804,Keenan Howell,(703) 335-8914,-77.349149764705,38.680976525673
Prince William Forest Park,#0,5541b804,Dave Ballam,703-221-4706,-77.368682961154,38.559482905331
Project Learning Tree (PLT),#0,5541b804,"Lisa Deaton, Statewide Coordinator",804-328-3031,-77.302639676323,37.521914859593
Project UNDERGROUND/DCR - Virginia Karst Program,#0,5541b804,"Carol Zokaites,Karst Education Coordinator",540-394-2553,-80.41399523032,37.126603182429
Project WET,#0,5541b804,Page Hutchinson,804-698-4488,-77.438295290359,37.539250327676
Project WILD,#0,5541b804,"Suzie Gilley, Statewide Coordinator",804-367-0188,-77.481657564706,37.572666276113
Providence Middle School,#0,5541b804,Susan Dandridge,804-594-1704,-77.501763569883,37.379875285696
Pulaski Middle School,#0,5541b804,Eric L. Bucey,540-980-4111,-80.77977809312,37.048620667824
R. E. Lee High School,#0,5541b804,Lori Witt,(540) 332-3926,-79.054577143464,38.165959323492
Rachel Carson Middle School (VaN School),#0,5541b804,Patty Walsh,703-925-3600,-77.419906138949,38.927195250683
"Radford University, Department of Geology",#0,5541b804,Parvinder Sethi,540-831-5619,-80.55254591192,37.138378029827
"Randolph-Macon College, Environmental Studies/Biology Program",#0,5541b804,Charles Gowan,804-752-7293,-77.478288750194,37.76038689221
Rappahannock League for Environmental Protection,#0,5541b804,Rick Kohler,540-675-7537,-78.159438320159,38.712274264473
Rappahannock Regional Solid Waste Management Board,#0,5541b804,Diane L. Jones,540-658-8680,-77.415574553092,38.382613401718
Rappahannock Regional Solid Waste Management Board,#0,5541b804,Julie May,540-658-4579,-77.415576703598,38.382613516072
Rappahannock River Basin Commission,#0,5541b804,Eldon James,(540) 907-2008,-77.457385316786,38.297889774025
Rappahannock-Rapidan Regional Commission,#0,5541b804,Jenny Biche,540-829-7450,-78.018715148098,38.453910774562
Region 2000,#0,5541b804,Diane Dodd,(434)  455-6085,-79.142167167932,37.415280684446
Rennaissance Academy,#0,5541b804,Sarah Nedved,(757) 648-6000,-76.15936492564,36.842142153359
Resource Initiative for Safe Kids,#0,5541b804,Anthony Jones,,-77.859594939204,37.119545469586
Rhea Valley Elementary School,#0,5541b804,Debbie Anderson,276-739-4200,-81.816795084909,36.68152985922
Richlands Middle School,#0,5541b804,Cindy Shrader,276-963-5370,-81.777988774545,37.095306944283
Richmond Audubon Society,#0,5541b804,Pete Walker,(804) 257-0813,-77.537969986738,37.542489026622
"Richmond Clean City Commission, City of",#0,5541b804,Darlene Mallory,804-646-8325,-77.454716046639,37.500432377123
Richmond Montessouri School,#0,5541b804,Katie Wood,804-741-0040,-77.569611578844,37.585329108711
Richmond Regional Planning District Commission (RRPDC),#0,5541b804,Jacqueline Stewart,804-323-2033,-77.566656868413,37.539474275264
Richmond Tree Stewards,#0,5541b804,Norm Brown,804-646-6785,-77.463710402504,37.549424348325
"Richmond, Dept. of Public Utilities, Division of Stormwater Utility, City of",#0,5541b804,Gay Stokes,804-646-0177,-77.432976200532,37.540970913872
Ridefinders,#0,5541b804,Call or Go to Website,804-643-RIDE,-77.435078215853,37.537114340253
Rippon Middle School (VaN School),#0,5541b804,Nancy Johnson,703-491-2171,-77.267602370704,38.622484286308
Rivanna Conservation Society,#0,5541b804,Roberta Savage,(434) 977-4837,-78.478544404204,38.029469039889
Rivanna River Basin Commission,#0,5541b804,Leslie Middleton,434-971-7722,-78.490914628202,38.031927548257
Rivanna Solid Waste Authority,#0,5541b804,Mark Brownie,434-977-2976,-78.463346727276,38.020706573594
Rivanna Trails Foundation,#0,5541b804,Diana Foster,434-923-9022,-78.484495058436,38.107261082325
RIVER & TRAIL OUTFITTERS,#0,5541b804,JOHN GONANO,301.834.9950,-77.703647326481,39.33061486254
RiverTrends  Program - Alliance for the Chesapeake Bay,#0,5541b804,Anna Mathis,804-775-0951,-77.43916887746,37.539944419191
Roanoke City - Solid Waste Division,#0,5541b804,Frank (Skip) Decker,540-853-6848,-79.937686582397,37.28784818452
Roanoke Environmental Management Division,#0,5541b804,Christopher Blakeman,(540) 853-2425,-79.944863015219,37.270807517223
Roanoke Valley Cool Cities Coalition,#0,5541b804,Mark McClain,540-387-0930,-80.069774373289,37.277913767113
Roanoke Valley Resource Authority,#0,5541b804,Deborah Charles,540-857-5050,-79.923283278925,37.27956872454
Robert S. Payne Elementary School,#0,5541b804,Krisann E. Taylor,434-522-5762,-79.143657740065,37.413065930841
Rockbridge Area Conservation Council (RACC),#0,5541b804,Barbara Walsh,540-463-2330,-79.443356664326,37.784167625826
Rockbridge County Public Schools,#0,5541b804,Martha Dudley,540-570-4399,-79.474817111251,37.846924882349
Rockbridge Recycling,#0,5541b804,Stephen Lucas,540-463-2437,-79.443787552766,37.783013410758
Rockfish Valley Foundation,#0,5541b804,peter a agelasto III,434 361 0271,-78.899083883602,37.885219495378
Rockingham County Public Schools,#0,5541b804,Nancy Lantz,540-564-3207,-78.853781395778,38.466861591744
Rockingham County Public Works,#0,5541b804,Linda Zirkle,540-564-3008,-78.866291289674,38.454049811209
Rockwood Nature Center,#0,5541b804,Bob Smet,804-745-8360,-77.582732346576,37.446105345742
Rodney Thompson Middle School,#0,5541b804,Ashton Dye,540-658-6420,-77.459116613216,38.451087040488
"Rosewall Foundation, The",#0,5541b804,Visitor Center,804-693-2585,-76.578628149194,37.331363458223
Round Hill Elementary School,#0,5541b804,Sarah Copenhaver,540-397-1020,-79.940052436423,37.283446654743
Ruby F. Carver Elementary School,#0,5541b804,Joanne Gutkin,804-750-2640,-77.627694941112,37.606765806944
Russell County Litter Control and Recycling Office,#0,5541b804,Bobby Justus,276-889-8147,-82.068530520151,36.906229418657
Rust Nature Sanctuary,#0,5541b804,Sarah Posid,703-669-0000,-77.591327964098,39.119676039008
Rustburg Middle School,#0,5541b804,Shaundra Saunders,434-332-8253,-79.103536028884,37.273450433037
SAIC/NASA Langley Research Center,#0,5541b804,Katherine Lorentz Bethea,757-864-4052,-76.389977910606,37.09692936674
Saltville Elementary School (VaN School),#0,5541b804,Brenda Boone,540-496-4751,-81.754149116765,36.888045433687
Sandusky Middle School,#0,5541b804,Katty Sievers,434-477-5966,-79.143659159419,37.413064436252
Sandy Bottom Nature Park,#0,5541b804,,757-825-4657,-76.42725818923,37.063234522774
Save Lucy Campaign. the,#0,5541b804,Leslie Sturges,7039733157,-77.257425474381,38.82579400713
"Save Our Streams, Virginia Chapter",#0,5541b804,Stacey Brown,804-615-5036,-77.521811846787,37.573557897017
Scenic Virginia,#0,5541b804,Leighton Powell,804-643-8439,-77.444186253892,37.542945222494
Schoolfield Magnet Academy (VaN School),#0,5541b804,Cynthia Johnson,804-799-6455,-79.437941703214,36.566173080947
Schooner Virginia,#0,5541b804,Will King,757-627-7400,-76.288304626474,36.84584454576
"Science and Family Life, Office of (Prince William County Schools",#0,5541b804,"Mr. Jason Calhoun, Supervisor of Science",703.791.7240,-77.436709749949,38.6355831737
Science Matters,#0,5541b804,"Debbie Mickle, Project Manager",804-560-8221,-77.601542489091,37.513494193746
Science Museum of Virginia,#0,5541b804,Mr. James R. Rollings,(804) 864-1400,-77.465971511693,37.561651174237
Science Museum of Western Virginia,#0,5541b804,Jim Rollings,540-342-5710,-79.939324179998,37.271781305331
Sedgefield Elementary School,#0,5541b804,"Jacob M. Wilson, III",757-272-9003,-76.493954305216,37.073214162578
Seven Hills School,#0,5541b804,Chip Hardey,804-329-6300,-77.453135766796,37.56525025072
Shawsville Middle School,#0,5541b804,Sherri Bolick,540-904-7401,-79.924100674128,37.257656383609
Shelburne MIddle School,#0,5541b804,Tyrell D. McElroy,540-332-3930,-79.097330712951,38.158282608398
Shenandoah County Water Resources Committee,#0,5541b804,Joyce Fadley,540-459-6194,-78.500040426846,38.888385805172
Shenandoah Forum,#0,5541b804,Rosemary Wallenger,540.984.7003,-78.69621196243,38.746352415218
Shenandoah National Park,#0,5541b804,Tim Taglauer,540-999-3488,-78.368149353248,38.65927700364
Shenandoah National Park Trust,#0,5541b804,Susan Sherman,434-293-2728,-78.478335852206,38.03038082961
Shenandoah River State Park,#0,5541b804,,540-622-6840,-78.303697337478,38.849229367835
Shenandoah Valley Air Quality Initiative (SHENAIR),#0,5541b804,Tiffany Newbold,540-568-8988,-78.862860526271,38.434693038726
Shenandoah Valley Battlefields Foundation,#0,5541b804,Patrick Chase Milner,540-740-4545 ext. 203,-78.683610920124,38.649108206121
Shenandoah Valley Bicycle Coalition,#0,5541b804,Kyle Lawrence,5712778121,-78.869341382381,38.448835387416
Shoemaker Elementary School,#0,5541b804,Diane Kegley and Emily Wood,276-386-7002,-82.576163192482,36.640575391684
Short Pump Elementary School,#0,5541b804,Judy Fitzpatrick,(804) 360-0812,-77.611897134168,37.649317810236
"Sierra Club, Virginia Chapter",#0,5541b804,Glen Besa,804-225-9113,-77.438937728849,37.540206687458
Sinai Elementary School,#0,5541b804,Linda G. Staylor,434-298-7847,-78.922477816324,36.766919907265
Sky Meadows State Park,#0,5541b804,Tim Skinner,540-592-3325,-77.956876779789,38.985135554854
Skyline Middle School,#0,5541b804,Brent Holsinger,540-246-9210,-78.873234099472,38.435430220334
"Smithfield Foods, Inc.",#0,5541b804,Dennis Tracey,(757) 365-3000,-76.630165860065,36.984838369403
Smithland Elementary School,#0,5541b804,Brent Holsinger,540-246-9210,-78.873232813923,38.435431238332
Smithsonian's National Zoo Conservation & Research Center,#0,5541b804,Laura Linn,540-635-6540,-78.170631969406,38.888964841593
"Social Services- Energy Consultant, Department of",#0,5541b804,Brenda Macklin,804-726-7372,-77.434773507906,37.541770488576
Soil and Water Conservation District  - Northern Neck,#0,5541b804,Faye Andrashko,804 333-3525 ext 113,-76.698447582533,37.949382072658
Soil and Water Conservation District  - Peanut,#0,5541b804,Tara Outland-Williams,757-357-7004,-76.598074985964,36.957478655808
Soil and Water Conservation District - Appomattox River,#0,5541b804,Michael J. Parrish,804-469-4514,-77.586653336854,37.077927762748
Soil and Water Conservation District - Big Sandy,#0,5541b804,Anthony Justus,276-566-7029,-82.008748287087,37.204986311194
Soil and Water Conservation District - Blue Ridge,#0,5541b804,Kathy Smith,540-483-5341 ex.3,-79.887663531984,37.018832132864
Soil and Water Conservation District - Chowan Basin,#0,5541b804,Stacey Bradshaw,434-634-2115 x 111,-77.547812569753,36.678085030777
Soil and Water Conservation District - Clinch Valley,#0,5541b804,Angela Ball,276-889-4650 x 127,-82.068532934733,36.906228222146
Soil and Water Conservation District - Colonial,#0,5541b804,Brian Noyes,757-645-4895,-76.775404772431,37.370704736153
Soil and Water Conservation District - Culpeper,#0,5541b804,Stephanie DeNicola,540-825-8591,-78.021949156458,38.485146078519
Soil and Water Conservation District - Daniel Boone,#0,5541b804,Samantha Briggs,276-346-1658,-83.116784613221,36.687490999714
Soil and Water Conservation District - Eastern Shore,#0,5541b804,Bonnie Mahl,757-787-0918,-75.670993936643,37.728381073435
Soil and Water Conservation District - Evergreen,#0,5541b804,Jeana Waddle,276-624-3807,-81.515839481141,36.835436222603
Soil and Water Conservation District - Halifax County,#0,5541b804,Bruce Pierce,434-476-7923,-78.928470527354,36.76364804036
Soil and Water Conservation District - Hanover Caroline,#0,5541b804,Rebecca Jones,804-537-5225,-77.368173154236,37.76537381564
Soil and Water Conservation District - Headwaters,#0,5541b804,Sandy Greene,540-234-9336,-79.014231627664,38.19289606188
Soil and Water Conservation District - Henricopolis,#0,5541b804,Lindy Durham,804-501-5175,-77.515290756012,37.628863491738
Soil and Water Conservation District - Holston River,#0,5541b804,Christine Hannen,276-628-8187 x 101,-81.97679326541,36.699214811721
Soil and Water Conservation District - James River,#0,5541b804,Linda McAllister,804-957-6148,-77.28909373183,37.222056112957
Soil and Water Conservation District - John Marshall,#0,5541b804,,540-347-3120,-77.79425626564,38.716545395679
Soil and Water Conservation District - Lake Country,#0,5541b804,Alvis Inge,434-738-0150,-78.38217459077,36.671122626117
Soil and Water Conservation District - Lonesome Pine,#0,5541b804,Ms. Carolyn Baker,(276) 926-6621,-82.46659208083,37.149644529426
Soil and Water Conservation District - Lord Fairfax,#0,5541b804,Amanda Campbell,540-465-2424 Ext. 3,-78.355904616072,38.985036468
Soil and Water Conservation District - Loudoun,#0,5541b804,Suzanne Brown,703-777-2075,-77.564986787459,39.107073641303
Soil and Water Conservation District - Monacan,#0,5541b804,Betty McCracken,804-556-4936,-76.928042998654,38.974934524455
Soil and Water Conservation District - Mountain,#0,5541b804,Teresa Hoke Reed,540-839-4616,-79.788671576776,38.04569209472
Soil and Water Conservation District - Mountain Castles,#0,5541b804,Erica Moore,540-977-2698,-79.865691293296,37.330702687332
Soil and Water Conservation District - Natural Bridge,#0,5541b804,Margaret Spencer,540-463-7124 x 107,-76.537817484561,38.26720328741
Soil and Water Conservation District - New River,#0,5541b804,Tracy Goodson,276-236-7191,-80.89738623597,36.679173868935
Soil and Water Conservation District - Northern Virginia,#0,5541b804,,703-324-1460,-77.362776215454,38.855196003793
Soil and Water Conservation District - Patrick,#0,5541b804,Sandra Heath,"276-694-3121, Ext. 3",-78.618766893406,38.411276005826
Soil and Water Conservation District - Peaks of Otter,#0,5541b804,Education Coordinator,540.587.7645,-79.560406021896,37.340335971853
Soil and Water Conservation District - Peter Francisco,#0,5541b804,Sherry Ragland,"434-983-7923, Ext. 4",-78.511687142332,37.540707012057
Soil and Water Conservation District - Piedmont,#0,5541b804,Robin Buckalew,434-392-3782 ext. 108,-78.413172595988,37.265608507409
Soil and Water Conservation District - Pittsylvania,#0,5541b804,Marci Simpson,"434-432-8146, Ext 106",-79.403484395984,36.865571126545
Soil and Water Conservation District - Prince William,#0,5541b804,Jeannie Heflin,571-379-7514,-77.507069824537,38.764332616323
Soil and Water Conservation District - Robert E. Lee,#0,5541b804,Anne Marie Clark,434.352-2819 ,-78.847571709306,37.363817040067
Soil and Water Conservation District - Scott County,#0,5541b804,Shelia Richards,276-386-9241,-82.580982943335,36.637880769185
Soil and Water Conservation District - Shenandoah Valley,#0,5541b804,Megen Dalton,540-433-2853 x 3,-78.849456801905,38.42814728447
Soil and Water Conservation District - Skyline,#0,5541b804,Cynthia Hancock,540/381-0071,-80.351896006184,37.140201563143
Soil and Water Conservation District - Southside,#0,5541b804,Bob Jones,434-542-5884,-78.635958439183,37.052822419985
Soil and Water Conservation District - Tazewell,#0,5541b804,Elizabeth Bennett,276-988-9588x101,-81.485968257431,37.13760774205
Soil and Water Conservation District - Thomas Jefferson,#0,5541b804,Garnett Mellen,434-975-0224,-78.486892707189,38.036964066098
Soil and Water Conservation District - Three Rivers,#0,5541b804,Michelle Carter,18044432327,-76.848721163766,37.910424858765
Soil and Water Conservation District - Tidewater,#0,5541b804,Carl Thiel-Goin,804-693-3562x5,-76.521932505592,37.404665187282
Soil and Water Conservation District - Tri-County/City,#0,5541b804,Melanie Swick,540/656-2401,-77.479592321797,38.302955032398
Soil and Water Conservation District - Virginia Dare,#0,5541b804,Kathleen N.Hickman,757-385-4775,-76.056836065809,36.752431966937
South Centre Corridors Resource Conservation and Development Council,#0,5541b804,Stacey Bradshaw,804-732-4375,-77.547814712359,36.678088078481
South Hampton Roads Resource Conservation & Development Council,#0,5541b804,Judy Lyttle,757-547-7172,-76.250761577675,36.71607868121
