name,styleUrl,styleHash,description,lon,lat
Structure--Kenmore Dr. #3307,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--kenmore%20dr.%20%233307,-76.365658,37.00474
Structure--Kenneth E. Rice Memorial Museum,#icon-503-7CCFA9,42131318,The Kenneth E. Rice Memorial Museum collected and displayed fossils and other preserved specimens found in the adjacent fossil pit. The fossils and specimens from the Kenneth E. Rice Memorial Museum and Fossil Pit have been identified as part of the Yorktown Formation and classified from the Miocene Age.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--kenneth%20e.%20rice%20memor%2E%2E%2E,-76.324454,37.060872
Structure--Kimberly Farm,#icon-503-7CCFA9,42131318,Previously owned by Martin family.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--kimberly%20farm,-76.363669,37.062795
Structure--Kimberly's Store,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--kimberlys%20store,-76.311822,37.001207
Structure--King Street Wharf,#icon-503-DB4436,-12a4d528,"A wharf has existed here since the colonial era. It served as a major export location for tobacco and import location for supplies and wares entering Virginia. It also served as a customs point for goods traveling up or down the James River. In the late 19th century it served as an Old Dominion Line steamship wharf, and in the 19th and 20th centuries it played a vital role in Hampton's seafood industry.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--king%20street%20wharf",-76.34335,37.022698
Structure--L.E. Dize & Co. Crab Packers,#icon-503-DB4436,-12a4d528,,-76.348144,37.016729
Structure--Lake House (King's Arms Tavern),#icon-503-FFDD5E,542a2b8,"Also called the ""Old Brick House"" and the ""Whiting House"". The structure was originally the Kings Arms Tavern and was likely remodeled into a residence by Kennon Whiting before the Civil War. The house survived the 1861 fire that destroyed most of the town. In the 1880s, J.B. Lake (whose office was next door) bought the house and remodeled it, covering the brick with a layer of wood siding and adding a mansard roof with dormers. The house was torn down in 1966.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--lake%20house%20%28kings%20ar%2E%2E%2E<br><br>Library of Virginia Resources:<br>http://lva1.hosted.exlibrisgroup.com/F/?func=find-b&find_code=WRD&request=vhir%2009%200353",-76.34356,37.024077
Structure--Lancer's,#icon-503-7CCFA9,42131318,2 E. Mellen Street. Constructed in 1882. <br>Also Richelieu Hotel & Saloon<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--lancers%20confectionery,-76.32227,37.018441
Structure--Landrum House,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--landrum%20house,-76.394819,37.07063
Structure--Langley Elementary School,#icon-503-7CCFA9,42131318,Full name is Samuel P. Langley Elementary School. Constructed in 1942 and originally called Langley View Elementary School.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--langley%20elementary%20sc%2E%2E%2E,-76.333161,37.068351
Structure--Langley Officers Club,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--langley%20officers%20club,-76.349359,37.073256
Structure--LaSalle Institute (Boulevard Inn),#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--lasalle%20institute%20%28bo%2E%2E%2E,-76.358639,37.003461
Structure--Lee St. #267,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--lee%20st.%20%23267,-76.352047,37.02242300000001
Structure--Lee St. #328,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--lee%20st.%20%23328,-76.353446,37.022898
Structure--Libby St. #10,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--libby%20st.%20%2310,-76.321909,37.02030200000001
Structure--Linden Ave. #55,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--linden%20ave.%20%2355,-76.345687,37.02056100000001
Structure--Little England Chapel,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--little%20england%20chapel,-76.352616,37.013113000000004
Structure--Little Scotland Mansion House,#icon-503-7CCFA9,42131318,"Constructed in 1828 by Spencer Drummond, originally the plantation house at Little Scotland. During the Civil War, used as a hospital for nearby Camp Hamilton. Housed early faculty and Armstrong family after purchase for the Hampton Normal and Agricultural Institute in 1868, using funds given by the American Missionary Association. Now the residence of the Hampton University President.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--little%20scotland%20mansi%2E%2E%2E",-76.34033800000002,37.019822
Structure--Llewellyn House,#icon-503-FFDD5E,542a2b8,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--llewellyn%20house,-76.270638,37.08710700000001
Structure--Locust Hill,#icon-503-DB4436,-12a4d528,"At time of its demolition, address was 1385 West Queen Street. Demolished in 1966. According to a report completed by the Kicotan Chapter of the Archaeological Society of Virginia, the house dated to the mid- or late-18th century. <br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--locust%20hill",-76.374864,37.024096
Structure--Locust St. #10,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--locust%20st.%20%2310,-76.341642,37.02624
Structure--Locust St. #11,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--locust%20st.%20%2311,-76.341923,37.026257
Structure--Locust St. #15,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--locust%20st.%20%2315,-76.34194500000001,37.026358
Structure--Locust St. #17,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--locust%20st.%20%2317,-76.341974,37.026469
Structure--Locust St. #18,#icon-503-DB4436,-12a4d528,"A house at this address was later annexed, expanded, and incorporated into the B'Nai Israel Synagogue. It was used for classrooms and offices.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--locust%20st.%20%2318",-76.341693,37.026422
Structure--Locust St. #125,#icon-503-DB4436,-12a4d528,W.W. Ambrose house<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--locust%20st.%20%23125,-76.342208,37.027563
Structure--Lunar Landing Research Facility,#icon-503-7CCFA9,42131318,Now Impact Dynamics Research Facility.<br><br>History and Additional Images from NASA Site:<br>http://crgis.ndc.nasa.gov/historic/Impact_Dynamics_Research_Facility,-76.389342,37.101643
Structure--Lyric Theater (Basie Theater),#icon-503-DB4436,-12a4d528,134-136 W. Queen St.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--lyric%20theater%20%28basie%20%2E%2E%2E,-76.347502,37.025713
Structure--Magnolia Inn Restaurant,#icon-503-FFDD5E,542a2b8,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--magnolia%20inn%20restaurant,-76.2941,37.036475
Structure--Magnolia Place #21,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--magnolia%20place%20%2321,-76.334546,37.032275
Structure--Magnolia Tree Inn,#icon-503-DB4436,-12a4d528,"S. King Street #26. Constructed by J.S. Darling I in 1878. His daughter, Grace Darling Cumming, lived in the house with her family from 1897 to 1923. Until 1935, it was operated as the Magnolia Tree Inn and Tea Room. It was demolished in 1940.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--magnolia%20tree%20inn",-76.344112,37.025064
Structure--Main Gate,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--main%20gate,-76.309568,37.003989
Structure--Mallory House,#icon-503-DB4436,-12a4d528,"Home of Col. Charles King Mallory, later George Schmelz.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--mallory%20house",-76.338423,37.023816
Structure--Marquand Cottage,#icon-503-DB4436,-12a4d528,"Along with Graves Cottage, an early dormitory for male students.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--marquand%20cottage",-76.337804,37.018372
Structure--Marquand Memorial Chapel & Clock Tower,#icon-503-7CCFA9,42131318,Constructed in 1880s.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--marquand%20memorial%20cha%2E%2E%2E,-76.338933,37.019462
Structure--Marshall St. #509,#icon-503-7CCFA9,42131318,Ricahrdson's Funeral Home & Residence<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--marshall%20st.%20%23509,-76.340805,37.032174000000005
Structure--Martin's Service Station,#icon-503-DB4436,-12a4d528,915 Langley Road (now N. King St.)<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--martins%20service%20station,-76.347771,37.036905
Structure--Masonic Temple,#icon-503-7CCFA9,42131318,"30-34 East Queen St. (Now 34 E. Queens Way.) Constructed by Charles T. Holtzclaw. Now Wells Fargo Securities. Formerly Wachovia Securities, Wheat First Securities, etc.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--masonic%20temple",-76.343321,37.025698
Structure--McMenamin House,#icon-503-7CCFA9,42131318,3505 Chesapeake Avenue. The home also had a pier stretching into Hampton Roads.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--mcmenamin%20house,-76.362552,37.002574
Structure--McMenamin House (early),#icon-503-DB4436,-12a4d528,"James McMenamin lived here with his family until building the larger house on Chesapeake Avenue (then the ""Boulevard"") in the 1890s. Within a few years the lot was divided and replaced with two newer houses, where his sons lived (James Jr. at 245 Cary St. and John at 251 Cary St.).<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--mcmenamin%20house%20%28early%29",-76.3400866,37.0268369
Structure--McNamara's Pier 1 Restaurant,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--mcnamaras%20pier%201%20rest%2E%2E%2E,-76.289657,37.039819
Structure--Memorial Baptist Church,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--memorial%20baptist%20church,-76.35347300000001,37.022017
Structure--Merrimac Motors,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--merrimac%20motors,-76.359361,37.008417
Structure--Monitor Lodge,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--monitor%20lodge,-76.319664,37.016158
Structure--Monroe Dr. #20,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--monroe%20dr.%20%2320,-76.343662,37.044983
Structure--Morning Star Baptist Church,#icon-503-FFDD5E,542a2b8,,-76.385493,37.065297
Structure--N.Hope St. #728,#icon-503-7CCFA9,42131318,Constructed in 1861.,-76.313326,37.023086
Structure--N.King St. #5,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%235,-76.344426,37.026006
Structure--N.King St. #6,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%236,-76.344201,37.026006
Structure--N.King St. #9,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%239,-76.344445,37.026079
Structure--N.King St. #9-11,#icon-503-DB4436,-12a4d528,"2-storey brick structure, replaced earlier 1-storey wood structure around the 1930s.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%239-11",-76.344462,37.026089
Structure--N.King St. #10,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%2310,-76.34421,37.026049
Structure--N.King St. #12,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%2312,-76.344219,37.0261
Structure--N.King St. #13,#icon-503-DB4436,-12a4d528,Attached to 12-14 W. Queen St.; served as King St. entrance to Rowe's Department Store (Shoe Department) and Woolworth's.,-76.34447,37.026142
Structure--N.King St. #14,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%2314,-76.344232,37.026146
Structure--N.King St. #15-17,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%2315-17,-76.344484,37.026215
Structure--N.King St. #20,#icon-503-FFDD5E,542a2b8,Offices of Clyde R. Royals Construction,-76.344246,37.026231
Structure--N.King St. #23,#icon-503-DB4436,-12a4d528,Allen Pontiac<br><br>Museum Collections;<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%2323,-76.34449800000002,37.026259
Structure--N.King St. #31,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%2331,-76.344582,37.026518
Structure--N.King St. #103,#icon-503-DB4436,-12a4d528,Residence of Dr. J. Wilton Hope<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23103,-76.344775,37.02694
Structure--N.King St. #206,#icon-503-DB4436,-12a4d528,C.H. Jones Funeral Home<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23206,-76.3446303,37.0281305
Structure--N.King St. #213,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23213,-76.34508,37.028137
Structure--N.King St. #235,#icon-503-DB4436,-12a4d528,Steam Laundry<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23235,-76.345346,37.028638
Structure--N.King St. #245,#icon-503-DB4436,-12a4d528,Texaco Filling Station<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23245,-76.345217,37.028827
Structure--N.King St. #304,#icon-503-FFDD5E,542a2b8,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23304,-76.34502400000001,37.029394
Structure--N.King St. #400,#icon-503-7CCFA9,42131318,Gannaway and Diggs Auto Service Station<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23400,-76.345351,37.030497
Structure--N.King St. #418,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23418,-76.345463,37.030881
Structure--N.King St. #718,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23718,-76.3460491,37.0326566
Structure--N.King St. #845,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.king%20st.%20%23845,-76.347618,37.036261
Structure--N.Mallory St. #7,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.mallory%20st.%20%237,-76.320996,37.019563
Structure--N.Willard Ave. #310,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--n.willard%20ave.%20%23310,-76.314501,37.019143
Structure--National Brewing Co.,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--national%20brewing%20co%2E,-76.321743,37.015742
Structure--Newcomb House,#icon-503-DB4436,-12a4d528,Home of L.M. Newcomb and family.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--newcomb%20house,-76.320058,37.014014
Structure--Newport News Ave. #270,#icon-503-DB4436,-12a4d528,Home of Marion C. Ransone.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--newport%20news%20ave.%20%23270,-76.35230000000001,37.021993
Structure--Newport News Ave. #370,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--newport%20news%20ave.%20%23370,-76.353301,37.02195
Structure--Oakland,#icon-503-FFDD5E,542a2b8,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--oakland,-76.335711,37.02869
Structure--Odd Fellows Lodge,#icon-503-DB4436,-12a4d528,Patrick Henry Lodge of Odd Fellows.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--odd%20fellows%20lodge,-76.345193,37.026561
Structure--Ogden Hall,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--ogden%20hall,-76.33964400000002,37.020252
Structure--Old City Hall,#icon-503-7CCFA9,42131318,30 N.King St.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--old%20city%20hall,-76.344155,37.026317
Structure--Old North Hampton School,#icon-503-FFDD5E,542a2b8,"A one room school, approx.1915-1940.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--old%20north%20hampton%20school<br> <br>Image in UVA Archives:<br>http://search.lib.virginia.edu/catalog/uva-lib:329225",-76.348864,37.039845
Structure--Old Point Bank,#icon-503-DB4436,-12a4d528,"Old Point Bank originally opened in 1923, inside the Cooper Confectionery. Its first building opened on this site soon after. <br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--old%20point%20bank",-76.322518,37.018629
Structure--Old Point Comfort Lighthouse,#icon-503-7CCFA9,42131318,Constructed in 1802.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--old%20point%20comfort%20lig%2E%2E%2E,-76.306473,37.00175800000001
Structure--P.K. Hunt Seafood,#icon-503-DB4436,-12a4d528,,-76.343011,37.023844
Structure--Paradise Inn,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--paradise%20inn,-76.290591,37.040406000000004
Structure--Park Place #801,#icon-503-7CCFA9,42131318,Constructed c.1900.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--park%20place%20%23801,-76.346762,37.017826
Structure--Park Place #803,#icon-503-7CCFA9,42131318,"Constructed c.1900. Called ""Live Oaks"" by the Hewins family.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--park%20place%20%23803",-76.347296,37.017759
Structure--Park Place #808,#icon-503-7CCFA9,42131318,Constructed c.1905.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--park%20place%20%23808,-76.348119,37.017751
Structure--Park Place #810,#icon-503-7CCFA9,42131318,Originally the carriage house for the adjacent Rowe home at 812 Park Place.<br><br>Click to View Museum Collections (http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--park%20place%20%23810),-76.348701,37.01813
Structure--Park Place #812,#icon-503-7CCFA9,42131318,Mrs. Harry Rowe's house<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--park%20place%20%23812,-76.348225,37.018246
Structure--Park Place #814,#icon-503-7CCFA9,42131318,George Elliot's home<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--park%20place%20%23814,-76.348232,37.018492
Structure--Park Place #816,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--park%20place%20%23816,-76.348256,37.01888
Structure--Patrick's Hardware,#icon-503-7CCFA9,42131318,Originally W.T. Patrick General Merchandise.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--patricks%20hardware,-76.356228,37.025869
Structure--Pembroke High School,#icon-503-7CCFA9,42131318,"Opened as Phenix High School in 1962 (as a segregated African-American school). Phenix High School replaced the earlier Phenix School, which was part of Hampton Institute (see also: Structure--Phenix School). In 1968, the name was changed to Pembroke High School as the school system was integrated.",-76.361683,37.031469
Structure--Peninsula Barrel & Packing Co.,#icon-503-DB4436,-12a4d528,,-76.343474,37.032726
Structure--People's Building & Loan Association,#icon-503-DB4436,-12a4d528,209 N. King Street. Moved to 201 N. King Street around 1940.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--peoples%20building%20%26%20lo%2E%2E%2E,-76.345048,37.028039
Structure--Phenix School,#icon-503-7CCFA9,42131318,"Opened in 1931 at Hampton Institute as the George P. Phenix Training School to train teachers and educate local African-American children. In 1940, Hampton Institute leased the building to the Elizabeth City County School Board and the school became part of the County school system (as a segregated African-American school). In 1962, the school was relocated and opened as Phenix High School, after Hampton Institute refused to renew the lease on the building based on Hampton's slowness to respond to the integration requirements resulting from the 1958 Brown v. Board of Education ruling by the Supreme Court. (See also: Structure--Pembroke High School).<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--phenix%20school",-76.335392,37.022233
Structure--Phoebus Baptist Church,#icon-503-7CCFA9,42131318,Now Open Door Baptist Church<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--phoebus%20baptist%20church,-76.31609,37.020943
Structure--Phoebus City Hall,#icon-503-7CCFA9,42131318,,-76.321971,37.01725
Structure--Phoebus Fire Department,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--phoebus%20fire%20department,-76.322196,37.017217
Structure--Phoebus Fire Station (to 1938) ,#icon-503-DB4436,-12a4d528,The original fire house was wooden. It was replaced by the current brick structure in 1938.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--phoebus%20fire%20station%20%2E%2E%2E,-76.322148,37.017176
Structure--Phoebus Graded School,#icon-503-DB4436,-12a4d528,Opened for 1902-1903 school year. Damaged by fire in 1954 and closed in 1974. It replaced an earlier wood frame structure.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--phoebus%20graded%20school,-76.321764,37.016774
