Jurisdiction,Route,Route Name,Crossing,Geotag,Type,Year Built,Year Reconstructed,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Functionally Obsolete?,Structurally Deficient?,Last Inspected,Weight Limit Posted?,Responsibility,Structure Length (FT),Structure Width (FT),Avg Daily Traffic
Newport News,664,"Ramp Q, To Rte 664",CSX Railroad & Access Rd,"36.988952, -76.427149",Bridge,1987,N/A,6,7,6,N,No,No,5/15/2014,No,VDOT,294.9,33.8,3800
Newport News,664,Ramp J Conn. I-664,Jefferson Ave & CSX RR,"36.989055, -76.425475",Bridge,1987,N/A,7,6,6,N,No,No,5/5/2014,No,VDOT,655.8,39.7,15225
Newport News,664,Ramp P & Rte 664,CSX Railroad & Access Rd,"36.989055, -76.427256",Bridge,1988,N/A,7,7,7,N,No,No,5/9/2014,No,VDOT,316.9,33.8,4000
Newport News,664,RTE 664,CSX RR & Jefferson Ave,"36.989344, -76.426125",Bridge,1987,N/A,6,7,6,N,No,No,9/17/2014,No,VDOT,617.1,37.7,15000
Newport News,664,Rte 664,CSX RR & Jefferson Ave,"36.989344, -76.426125",Bridge,1987,N/A,6,7,6,N,No,No,4/3/2013,No,VDOT,440,108.6,44980
Newport News,60,25TH STREET,SALTERS CREEK,"36.990226, -76.398493",Bridge,1997,N/A,8,8,8,N,No,No,7/25/2014,No,City,65.9,53.8,6000
Newport News,351,39TH STREET,Jefferson Avenue,"36.990355, -76.426747",Bridge,1984,N/A,7,6,6,N,No,No,10/7/2013,No,City,203.1,40,3921
Newport News,664,664 Nb & Sb,39th St & Marshall Ave,"36.992812, -76.421381",Bridge,1987,N/A,6,6,6,N,No,No,2/19/2014,No,VDOT,1104,120.4,64863
Newport News,664,Rte 664 Nb/Sb,Roanoke Ave,"36.995839, -76.414988",Bridge,1985,N/A,7,6,6,N,Yes,No,3/11/2014,No,VDOT,132,121.4,64863
Newport News,664,RTE 664,Chestnut Ave,"36.996953, -76.412199",Bridge,1983,N/A,6,6,6,N,No,No,7/30/2014,No,VDOT,146,121.4,64863
Newport News,0,Chestnut Ave.,Newmarket Creek,"37.014705, -76.423566",Culvert,1960,N/A,N,N,N,5,No,No,12/12/2013,No,City,33.1,108,7731
Newport News,17,SBL ROUTE 0017,RTE 60 (WARWICK ROAD),"37.017359, -76.450145",Bridge,1967,1992,7,6,6,N,No,No,2/14/2013,No,City,190,43.3,21845
Newport News,17,NBL ROUTE 0017,RTE 60 (WARWICK ROAD),"37.017505, -76.450253",Bridge,1967,1992,6,6,6,N,No,No,2/14/2013,No,City,190,43.3,33481
Newport News,17,NBL ROUTE 0017,CSX RAILWAY,"37.018018, -76.448361",Bridge,1938,1992,6,6,7,N,No,No,2/27/2013,No,City,467.8,48.2,33481
Newport News,17,SBL ROUTE 0017,CSX RAILWAY,"37.018215, -76.448512",Bridge,1967,1992,7,7,7,N,No,No,2/27/2013,No,City,467.8,50.2,21845
Newport News,152,Main Street,Newmarket Creek,"37.043246, -76.449718",Culvert,1968,N/A,N,N,N,6,No,No,10/31/2013,No,City,23,60,25060
Newport News,60,Warwick Blvd.,Lake Maury,"37.058235, -76.483313",Bridge,1931,1960,5,4,5,N,No,Yes,2/12/2014,No,City,144,84,25000
Newport News,0,EAST/WEST EXPWAY (Hampton Roads Center Parkway),NEWMARKET CREEK,"37.063510, -76.449076",Bridge,2003,N/A,7,8,7,N,No,No,7/1/2013,No,City,50.9,52.2,3000
Newport News,0,EAST/WEST EXPWAY  (Hampton Roads Center Parkway),NEWMARKET CREEK,"37.063510, -76.449076",Bridge,2003,N/A,7,7,7,N,No,No,7/1/2013,No,City,50.9,45.3,1000
Newport News,312,J. Clyde Morris Blv,Lake Maury,"37.067935, -76.482740",Culvert,1958,1975,N,N,N,7,No,No,10/21/2013,No,City,23,120,36219
Newport News,312,J. CLYDE MORRIS BLV,CSX RAILWAY & PVT ROAD,"37.070324, -76.481205",Bridge,1975,N/A,5,6,6,N,Yes,No,8/26/2014,No,City,214.9,36.1,28000
Newport News,312,J. CLYDE MORRIS BLV,CSX RAILWAY & PVT ROAD,"37.070450, -76.481136",Bridge,1958,1975,6,6,6,N,Yes,No,8/26/2014,No,City,214.9,36.1,28000
Newport News,0,Harpersville Road,IS 64,"37.083521, -76.453309",Bridge,1960,2000,7,7,6,N,No,No,5/5/2014,No,VDOT,240.2,42.7,18500
Newport News,64,Rte 64,Route 17,"37.089451, -76.459039",Bridge,1996,N/A,6,6,6,N,No,No,5/22/2014,No,VDOT,253,171.9,143045
Newport News,60,Warwick Blvd.,Deep Creek Br.,"37.094527, -76.505458",Culvert,1974,N/A,N,N,N,7,No,No,10/21/2013,No,City,26.9,133,33851
Newport News,17,J. Clyde Morris Blv,Brick Kiln Creek,"37.100893, -76.458443",Culvert,1932,1949,N,N,N,7,No,No,12/10/2013,No,City,20,105,30000
Newport News,64,Rte 64,Brick Kiln Creek,"37.101022, -76.468324",Culvert,1990,N/A,N,N,N,7,No,No,12/6/2013,No,VDOT,9.8,43,14000
Newport News,0,Boxley Blvd.,Deep Creek Branch,"37.103505, -76.513482",Culvert,1978,N/A,N,N,N,7,No,No,10/31/2013,No,City,23,122,8506
Newport News,0,OYSTER POINT ROAD,CSX RAILWAY,"37.105882, -76.503417",Bridge,1981,N/A,6,6,6,N,No,No,8/7/2014,No,City,228,82,44000
Newport News,171,Oyster Point Road,IS 64,"37.108717, -76.476270",Bridge,1990,N/A,7,7,6,N,No,No,8/29/2014,No,VDOT,351,121.4,49551
Newport News,0,Oyster Point Road,IS 64,"37.108827, -76.476129",Bridge,1991,N/A,6,8,6,N,Yes,No,10/29/2014,No,VDOT,313,39.4,12250
Newport News,143,Jefferson Avenue,IS 64,"37.116589, -76.502929",Bridge,2000,N/A,7,7,7,N,Yes,No,11/20/2014,No,VDOT,398,129.1,20000
Newport News,0,Lucas Creek Road,Lucas Creek,"37.119241, -76.548330",Bridge,2001,N/A,7,7,7,N,No,No,10/31/2013,No,City,441.9,48.6,6499
Newport News,64,Rte 64,Lucas Creek,"37.120595, -76.526082",Culvert,1965,N/A,N,N,N,6,No,No,1/9/2012,No,VDOT,13.1,193,90794
Newport News,64,Rte 64,Lucas Creek,"37.120607, -76.526028",Culvert,1965,N/A,N,N,N,6,No,No,1/6/2012,No,VDOT,13.1,252,90794
Newport News,60,Warwick Blvd.,Lucas Creek,"37.120668, -76.525956",Culvert,1981,N/A,N,N,N,7,No,No,12/11/2013,No,City,34.1,332,31068
Newport News,0,Bland Blvd.,Lucas Creek,"37.120768, -76.525952",Culvert,1991,N/A,N,N,N,6,No,No,10/31/2013,No,City,28.9,163,5000
Newport News,0,ASPEN MEADOW LANE,LUCAS CREEK,"37.121600, -76.522763",Bridge,2007,,8,8,7,N,No,No,9/30/2013,No,City,24,46,300
Newport News,0,KNOLLS DRIVE,LUCAS CREEK,"37.121727, -76.520889",Bridge,2007,N/A,8,8,7,N,No,No,9/30/2013,No,City,24,40.5,300
Newport News,0,Campbell Road,Lucas Creek,"37.121746, -76.523255",Culvert,1991,N/A,N,N,N,7,No,No,10/21/2013,No,City,42,80,3550
Newport News,0,Bland Blvd.,I-64 & CSX Railway,"37.124694, -76.518001",Bridge,1991,N/A,7,7,7,N,No,No,12/12/2013,No,City,442.9,92.8,18302
Newport News,0,OLD COURTHOUSE WAY,STONY RUN,"37.130879, -76.542450",Bridge,1997,N/A,7,7,7,N,Yes,No,7/2/2013,No,City,32.2,24,6590
Newport News,60,WARWICK BLVD.,Stoney Run,"37.131991, -76.541135",Culvert,1968,N/A,N,N,N,6,No,No,10/31/2013,No,City,34.1,158,32626
Newport News,173,Denbigh Blvd,IS 64 & CSX Railroad,"37.135370, -76.526189",Bridge,1965,1977,5,5,4,N,No,Yes,9/9/2014,No,VDOT,854,60,43341
Newport News,0,BEECHMONT DRIVE,STONEY RUN,"37.136046, -76.557625",Bridge,1992,N/A,7,7,7,N,No,No,8/7/2014,No,City,71.9,52.2,4200
Newport News,64,Rte 64 Eb,Stoney Run,"37.142016, -76.530750",Culvert,1965,N/A,N,N,N,5,No,No,10/9/2014,No,VDOT,27.9,58,45397
Newport News,64,Rte 64 Wb,Stoney Run,"37.142016, -76.530750",Culvert,1965,N/A,N,N,N,6,No,No,1/16/2014,No,VDOT,27.9,58,42000
Newport News,143,Jefferson Ave.,Trib. Stoney Run,"37.153049, -76.531355",Culvert,1997,N/A,N,N,N,7,No,No,10/21/2013,No,City,28.9,132,10000
Newport News,0,2ND ACCESS ROAD,WARWICK RIVER,"37.158283, -76.564355",Bridge,2005,N/A,7,7,7,N,No,No,7/18/2013,No,City,1056.1,50.9,2000
Newport News,64,Rte 64 Ebl,Industrial Park Dr & CSX,"37.161879, -76.543125",Bridge,1965,1982,5,5,5,N,No,No,8/11/2014,No,VDOT,254,42.4,45397
Newport News,64,IS64 Wbl,Industrial Park Dr & CSX,"37.162032, -76.542792",Bridge,1965,1982,5,5,5,N,No,No,8/11/2014,No,VDOT,254,42.3,42000
Newport News,60,Warwick Blvd.,Warwick River,"37.168380, -76.562071",Culvert,1984,N/A,N,N,N,7,No,No,12/11/2013,No,City,21,170,25862
Newport News,64,Rte 64,Jones Run,"37.168985, -76.548262",Culvert,1965,N/A,N,N,N,6,No,No,2/2/2012,No,VDOT,17.1,206,90794
Newport News,64,Route I-64,Trib Newport News Res,"37.169071, -76.548627",Culvert,1965,N/A,N,N,N,5,No,No,10/14/2014,No,VDOT,19,197,82425
Newport News,60,EBL WARWICK BLVD.,RTE 105,"37.172312, -76.567018",Bridge,1984,N/A,7,7,6,N,No,No,8/1/2013,No,City,242.1,53.8,35834
Newport News,60,WBL WARWICK BLVD.,ROUTE 105,"37.172406, -76.566248",Bridge,1960,1985,7,6,6,N,Yes,No,8/20/2013,No,City,181.1,65.9,35834
Newport News,105,Fort Eustis Blvd.,N.N. Resevoir,"37.172640, -76.562345",Bridge,1960,1985,7,5,7,N,No,No,9/25/2014,No,City,658.1,81,38602
Newport News,105,FORT EUSTIS BLVD.,CSX RAILWAY & PVT RD,"37.173488, -76.556677",Bridge,1960,N/A,7,5,5,N,Yes,No,5/28/2014,No,City,182.1,61.7,36000
Newport News,60,EBL ROUTE 0060,WBL RAMP RTE. 60,"37.173558, -76.568347",Bridge,1984,N/A,7,6,6,N,No,No,7/2/2013,No,City,161.1,41.7,15470
Newport News,64,Rte 64 Ebl,Rte105 (Ft Eustis Blvd),"37.174819, -76.552109",Bridge,1965,N/A,6,5,5,N,No,No,10/29/2014,No,VDOT,171.9,56,45397
Newport News,64,Rte 64 Wbl,Rte105 (Ft Eustis Blvd),"37.174908, -76.551705",Bridge,1965,N/A,6,5,5,N,No,No,10/29/2014,No,VDOT,171.9,56,39000
Newport News,64,Rte 64 Ebl,Newport News Reservoir,"37.185332, -76.557875",Bridge,1965,N/A,6,6,6,N,No,No,8/27/2014,No,VDOT,98.1,44,41212
Newport News,64,Rte 64 Wbl,Newport News Reservoir,"37.185459, -76.557579",Bridge,1965,N/A,6,6,6,N,No,No,8/27/2014,No,VDOT,98.1,44,38500
Newport News,64,Rte 64 Ebl,Route 238 (Yorktown Rd),"37.204841, -76.574577",Bridge,1965,N/A,6,6,5,N,No,No,9/13/2013,No,VDOT,196.9,44,39278
Newport News,64,Rte 64 Wbl,Route 238 (Yorktown Rd),"37.205106, -76.574427",Bridge,1965,N/A,6,5,5,N,No,No,2/19/2014,No,VDOT,196.9,44,42000
Newport News,64,Rte 64 Wbl,Jefferson Ave,"37.213017, -76.587453",Bridge,1965,1981,6,5,5,N,No,No,11/20/2014,No,VDOT,344.2,42.3,44000
Newport News,64,Rte 64 Ebl,Jefferson Ave,"37.213017, -76.588054",Bridge,1965,1981,5,5,5,N,No,No,11/20/2014,No,VDOT,344.2,42.3,39278
Smithfield,10,OLD STAGE HIGHWAY,Cypress Creek,"36.965292, -76.613164",Bridge,1973,N/A,6,6,6,N,No,No,10/22/2013,No,VDOT,1149.9,38.1,16010
Smithfield,710,RTE 710,SR 10 Bypass,"36.971039, -76.632778",Bridge,1997,N/A,7,8,7,N,No,No,1/8/2014,No,VDOT,234.9,33.1,1001
Smithfield,659,CEDAR STREET,Little Ck @ Smithfield,"36.975036, -76.638570",Culvert,1973,N/A,N,N,N,6,No,No,11/20/2013,No,VDOT,13.1,90,112
Smithfield,10,South Church Street,Cypress Creek,"36.982155, -76.620799",Bridge,1975,N/A,5,5,6,N,No,No,9/25/2014,No,VDOT,1500.7,42,12828
Smithfield,626,CARY STREET,SR 10 Bypass,"36.986445, -76.643787",Bridge,1972,N/A,6,5,7,N,No,No,5/20/2014,No,VDOT,239.2,34,1124
Smithfield,10,OLD STAGE HIGHWAY,Pagan River,"36.988480, -76.644188",Bridge,1973,N/A,6,6,6,N,No,No,10/21/2013,No,VDOT,1202.1,38.1,6471
Smithfield,10,NORTH CHURCH ST.,Pagan River @ Smithfield,"36.988582, -76.630756",Bridge,1991,N/A,6,7,7,N,No,No,1/31/2014,No,VDOT,662.1,37.7,7508
Williamsburg,0,QUARTERPATH ROAD,TUTTERS NECK POND,"37.251632, -76.685886",Bridge,1993,N/A,8,8,8,N,Yes,No,8/31/2012,No,City,42,16.1,1184
Williamsburg,132,ROUTE 0132,PAPER MILL,"37.256373, -76.706395",Culvert,1976,N/A,N,N,N,8,No,No,8/31/2012,No,City,23,97,12692
Williamsburg,0,Ukrop Drive,Stream,"37.269851, -76.718614",Bridge,1963,N/A,5,5,6,N,No,No,9/4/2014,No,VDOT,227,44,800
Williamsburg,60,ROUTE 60,CSX RAILWAY,"37.272441, -76.689034",Bridge,1934,1981,7,8,7,N,No,No,8/31/2012,No,City,196.9,71.9,24034
Williamsburg,60,PAGE STREET,CSX RAILWAY,"37.272537, -76.689011",Bridge,1935,1967,8,8,7,N,No,No,8/31/2012,No,City,196.9,56.1,21351
Williamsburg,0,CAPITOL LANDING RD,CSX RAILWAY,"37.273682, -76.691400",Bridge,1977,N/A,8,7,8,N,Yes,No,8/31/2012,No,City,110.9,27.6,2146
Williamsburg,143,MERRIMAC TRAIL,COLONIAL PKWY,"37.277139, -76.681446",Bridge,1948,N/A,8,8,8,N,Yes,No,8/31/2012,No,City,56.1,36.1,7545
York County,143,Merrimac Trail,Trib Queen Creek,*,Culvert,1932,N/A,N,N,N,5,No,No,2/7/2013,No,VDOT,7.9,177,7920
York County,600,Big Bethel Road,Big Bethel Reservoir,"37.092656, -76.425292",Bridge,1931,1981,6,6,5,N,No,No,12/10/2014,No,VDOT,103,36.1,9943
York County,134,Magurder Blvd,Brick Kiln Creek,"37.095872, -76.400264",Bridge,1930,N/A,5,5,5,N,Yes,No,12/18/2013,No,VDOT,83,25.9,13972
York County,134,Magruder Blvd,Brick Kiln Creek,"37.095872, -76.400264",Bridge,1973,N/A,6,6,6,N,No,No,8/27/2014,No,VDOT,96.1,42,13972
York County,134,Magruder Blvd,Route 17,"37.127261, -76.458907",Bridge,1965,N/A,5,5,5,N,No,No,8/13/2014,No,VDOT,279.9,44.9,20021
York County,17,Route 17 NBL,Poquoson Rvr @ Harwood,"37.137281, -76.457085",Bridge,1965,N/A,5,5,5,N,No,No,9/26/2013,No,VDOT,43,39.7,25259
York County,17,Rte 17 Sbl,Colonial Pkwy Tour Road,"37.204406, -76.504658",Bridge,1968,N/A,6,6,6,N,Yes,No,12/11/2013,No,VDOT,86,38.1,12781
York County,17,Route 17 NBL,Colonial Pkwy Tour Road,"37.204406, -76.504658",Bridge,1968,N/A,7,6,6,N,Yes,No,12/11/2013,No,VDOT,86,39.7,12781
York County,631,Rte 631,Vepco Intake Canal,"37.216267, -76.461570",Bridge,1955,1974,7,7,7,N,No,No,5/21/2013,No,Private (non-rail),307.1,28.2,355
York County,631,Rte 631,Vepco Discharge Canal,"37.217319, -76.456749",Culvert,1955,N/A,N,N,N,6,No,No,7/22/2014,No,Private (non-rail),7,95,355
York County,64,RAMPS D & E,"Route 143, 60 & CSX RR","37.236987, -76.634634",Bridge,2002,N/A,6,7,7,N,No,No,8/5/2014,No,VDOT,420.9,91.2,511
York County,64,IS 64 WBL Ramp to R,IS 64 WBL Ramp to 143,"37.238036, -76.634389",Bridge,1965,1982,7,7,6,N,No,No,1/31/2014,No,VDOT,252,42.4,75964
York County,64,Ramps D & E,IS 64 Ramp,"37.238884, -76.634381",Bridge,2002,N/A,6,7,6,N,No,No,8/26/2014,No,VDOT,204.1,93.2,10000
York County,64,Ramps D & E,IS 64 EBL & WBL,"37.241715, -76.634333",Bridge,2002,N/A,6,7,7,N,No,No,10/24/2013,No,VDOT,682.1,73.2,10000
York County,17,US Route 17 Coleman Bridge,York River & Route 1208,"37.242210, -76.507270",Bridge,1952,1996,6,6,5,N,No,No,8/29/2014,No,VDOT,3754.9,77.4,60000
York County,64,RTE 64 EB & WB,King Creek,"37.243957, -76.635889",Culvert,1965,N/A,N,N,N,7,No,No,6/6/2014,No,VDOT,13.1,311,78065
York County,64,RTE 64 WBL,Whiteman Swamp,"37.252753, -76.642305",Culvert,1965,N/A,N,N,N,7,No,No,5/13/2014,No,VDOT,15.1,91,28000
York County,64,RTE 64 EBL,Whiteman Swamp,"37.252753, -76.642691",Culvert,1965,N/A,N,N,N,7,No,No,5/14/2014,No,VDOT,15.1,84,39032
York County,64,Rte 64 Ebl,Route 641 & Abandoned RR,"37.260797, -76.648528",Bridge,1965,1977,6,5,5,N,No,No,1/28/2014,No,VDOT,191.9,56.1,29412
York County,64,Rte 64 Wbl,Route 641 & Abandoned RR,"37.260968, -76.648227",Bridge,1965,1977,6,5,5,N,No,No,1/28/2014,No,VDOT,184.1,56.1,25000
York County,64,Rte 64 EBL,Trib Jones Pond,"37.270043, -76.655517",Culvert,1965,N/A,N,N,N,7,No,No,6/6/2014,No,VDOT,13.1,105,29412
York County,64,Rte 64 WBL,Trib Jones Pond,"37.270277, -76.655022",Culvert,1965,N/A,N,N,N,7,No,No,6/6/2014,No,VDOT,13.1,84,25000
York County,132,Rte 132,Trib Queen Creek,"37.276978, -76.706049",Culvert,1956,1982,N,N,N,7,No,No,3/2/2011,No,VDOT,15.1,88,8354
York County,64,Rte 64 Wbl,Colonial Parkway,"37.277715, -76.663095",Bridge,1965,N/A,6,6,7,N,Yes,No,2/13/2014,No,VDOT,55.1,45.6,25717
York County,64,Rte 64 Ebl,Colonial Parkway,"37.277988, -76.662408",Bridge,1965,N/A,6,6,7,N,Yes,No,2/13/2014,No,VDOT,58.1,45.6,29412
York County,64,Rte 64 Ebl,Lakeshead Drive,"37.278330, -76.663653",Bridge,1965,N/A,6,5,6,N,No,No,2/12/2014,No,VDOT,152.9,44,29412
York County,64,Rte 64 Wbl,Lakeshead Drive,"37.278569, -76.662923",Bridge,1965,N/A,6,6,6,N,No,No,2/12/2014,No,VDOT,152.9,44,25000
York County,162,Second St,Trib Queen Creek,"37.281810, -76.613911",Culvert,1967,N/A,N,N,N,6,No,No,10/14/2014,No,VDOT,143,223,13847
York County,64,Rte 64 Eb & Wb,Trib Queens Lake,"37.282703, -76.667604",Culvert,1965,N/A,N,N,N,5,No,No,5/14/2014,No,VDOT,13.1,292,58825
York County,60,Rte 60,Trib Queen Creek,"37.284050, -76.699912",Culvert,1968,N/A,N,N,N,6,No,No,12/2/2014,No,VDOT,28.9,82,20517
York County,716,West Queens Drive,IS 64,"37.284880, -76.669743",Bridge,1965,N/A,6,5,5,N,No,No,4/9/2013,No,VDOT,303.1,32.8,1692
York County,64,INTERSTATE RTE. 64,Trib Queen Creek,"37.292147, -76.674857",Culvert,1965,N/A,N,N,N,6,No,No,5/13/2014,No,VDOT,15.1,312,58179
York County,64,Rte 64 EBL,Queen Creek,"37.292238, -76.675215",Bridge,1965,N/A,5,5,5,N,No,No,7/24/2014,No,VDOT,916,34.1,29412
York County,64,Rte 64 Wbl,Queen Creek,"37.292255, -76.674764",Bridge,1965,N/A,5,5,5,N,No,No,7/23/2014,No,VDOT,901.9,34.1,25000
York County,143,Merrimac Trial,Queen Creek,"37.292851, -76.686905",Bridge,1941,1944,5,5,5,N,No,No,11/25/2014,Yes,VDOT,128.9,58.1,9142
York County,132,Rte 132,Queens Creek,"37.294155, -76.689990",Bridge,1996,N/A,7,7,7,N,No,No,7/17/2014,No,VDOT,129.9,44,8292
York County,716,East Queens Drive,Queen Creek Spillway,"37.297803, -76.651955",Bridge,1932,1997,6,7,6,N,Yes,No,1/27/2015,Yes,VDOT,32.2,19,116
York County,603,Rte 603,Branch Queen Creek,"37.298059, -76.724888",Culvert,1999,N/A,N,N,N,7,Yes,No,6/4/2012,No,VDOT,9.8,298,1500
York County,143,Rte 143,IS 64 @ Camp Peary,"37.303920, -76.683616",Bridge,1965,N/A,5,5,5,N,No,No,2/21/2013,No,VDOT,289,67.9,16139
York County,645,Rte 645,Waller Pond,"37.317900, -76.698482",Culvert,1978,N/A,N,N,N,7,No,No,2/7/2013,No,VDOT,9.8,106,4163
York County,604,Rte 604,IS 64,"37.329345, -76.705070",Bridge,1979,N/A,6,6,6,N,No,No,7/17/2013,No,VDOT,277.9,34.1,1183
York County,199,Rte 199 Ebl,"Route 60, 143 & CSX RR","37.336524, -76.750288",Bridge,1977,N/A,7,6,6,N,Yes,No,4/11/2014,No,VDOT,398,54.1,15661
York County,199,Rte 199 Wbl,"Route 60, 143 & CSX RR","37.336749, -76.750453",Bridge,1977,N/A,7,6,6,N,No,No,4/11/2014,No,VDOT,392.1,54.1,15661
York County,199,Rte 199 Sbl,Route 603,"37.344019, -76.742832",Bridge,1999,N/A,6,7,6,N,No,No,9/12/2013,No,VDOT,176.8,55.4,7500
York County,199,Rte 199,Route 603,"37.344229, -76.743070",Bridge,1999,N/A,6,7,6,N,No,No,9/12/2013,No,VDOT,176.8,55.4,7500
York County,199,RTE 199 Ebl,IS 64,"37.352543, -76.731187",Bridge,1977,N/A,6,6,6,N,No,No,4/2/2014,No,VDOT,334,54.1,13872
York County,646,Rte 646 Nbl,IS 64,"37.352592, -76.731139",Bridge,1979,N/A,6,6,6,N,No,No,6/25/2014,No,VDOT,356,51.8,4678
York County,646,Rte 646 Sb,IS 64,"37.352592, -76.731139",Bridge,1979,N/A,6,6,6,N,No,No,6/25/2014,No,VDOT,356,51.8,4678
York County,199,RTE 199 Wbl,IS 64,"37.352716, -76.731463",Bridge,1977,N/A,7,7,6,N,No,No,4/2/2014,No,VDOT,334,54.1,13872
York County,64,Rte 64,Skimino Creek,"37.365006, -76.745209",Culvert,1956,1979,N,N,N,5,No,No,2/7/2013,No,VDOT,21,340,61892
