STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
VA,@Mbi,PAMbi,PAMbi;0,VAPAMbi;0,0,,Buggs Island Pluton,Mississippian Pennsylvanian,Buggs Island pluton  - Granite,,"Eastern PiedmontChanged from Buggs Island Granite to Buggs Island Pluton and updated age with Mississippian age (Karen Hostettler)From expanded explanation (ref. VA002):Buggs Island pluton. Light-gray, medium- to coarse grained, massive to strongly foliated biotite-muscovite granite. The name first appears in the literature as the Buggs Islandgranite gneiss (Kish and Fullagar, 1978); those workers report an Rb-Sr whole-rock age of 314ñ16 Ma.",VA003,granite,,,VA001VA002VA003
VA,@Mf,PAMf,PAMf;0,VAPAMf;0,0,,Falmouth Intrusive Suite,Mississippian - Pennsylvanian,"Falmouth Intrusive Suite - Granite, quartz monzonite, granodiorite, and tonalite",,"Central Virginia Volcanic-Plutonic BeltAge update by Karen Hostettler.From expanded explanation (ref. VA002):Falmouth Intrusive Suite (Pavlides, 1980). Fine grained to pegmatitic granite, quartz monzonite, granodiorite, and tonalite; consists of dikes, sills and small plutons. Mineralogy: plagioclase + quartz + microcline + biotite + muscovite + hornblende ñ garnet + epidote + apatite + titanite + opaque minerals; myrmekite common. The unit has been dated at 300-325 Ma (U-Pb zircon and Rb-Sr whole-rock; Pavlides and others, 1982). These rocks intrude the Ta River Metamorphic Suite (Cta), Falls Run Granite Gneiss (Sf), Holly Corners Gneiss (CZh), Quantico Formation (Oq) and porphyroblastic garnet-biotite gneiss (Ym; Po River Meta mor phic Suite of Pavlides, 1980).",VA003,granite,quartz monzonite,granodiorite; tonalite,VA001VA002VA003
VA,@Ml,PAMl,PAMl;0,VAPAMl;0,0,,Lee Formation,Pennsylvanian - Mississippian,"Lee Formation - Quartzarenite, sandstone, conglomerate, shale, siltstone, and coal.",,"Includes Pocahontas Formation (Pp)  in Wise and Scott Counties; Appalachian Plateaus and Valley and Ridge:From expanded explanation (ref. VA002):Lee Formation (Campbell, 1893). Quartzarenite, conglomerate, sandstone, shale, siltstone, and coal. Quartzarenite, white, very-light- to light-gray, fine- to coarse-grained,locally conglomeratic, quartz-pebble conglomer te lenses, cross-bed ded, channel-fill deposits. Sandstone, feldspathic, micaceous, light-gray, fi ne- to medium-grained. Shale and siltstone, medium-dark-gray to dark-gray, interbedded; coal in several beds and zones. The quartzarenites terminate eastward by intertonguing and grading into fi ner grained and less quartzose rocks (Englund and DeLaney, 1966). Miller and Roen (1973) believe the lower three quartzarenites are Mississippian and intertongue with the Pennington Group. These die out northeastward from southwestern Lee County (Mill er, 1969). The quartzarenites in the upper part of the Lee tongue out or grade into fi ner clastic rocks of the Norton and Pocahontas Formations successively from highest to lowest southeastward (Englund, 1979; Miller, 1974). These quartzarenites consist of five tongues in northern Buchanan County (Lovett and others, 1992); but to the east only the lowest tongue exists (Whitlock, 1989; Nolde, 1989), and that grades eastward intosandstone in the New River Formation in eastern Buchanan, northeastern Russell, and western Tazewell counties. Formerly rocks east of the quartzarenites were con sid eredLee (Harnsberger, 1919; Virginia Division of Mineral Resources, 1963), but now are designated New River Formation (Englund, 1981) and correlative to the lower part of the Norton Formation.  The Lee Formation thickens and truncates progressively older rocks northwestward (Miller, 1974). The intertonguing and unconformable relationship accounts for the great range in thickness for the Lee Formation. It ranges in thickness from 0 in southern Buchanan County (Meissner and Miller, 1981), to 1680 feet in Lee County (Miller and Roen, 1973).",VA003,arenite,sandstone,conglomerate; shale; siltstone; coal,VA001VA002VA003
VA,@n,PAn,PAn;0,VAPAn;0,0,,Norton Formation,Pennsylvanian,"Norton Formation - Shale, siltstone,  sandstone, and coal.",,"Appalachian Plateaus and Valley and Ridge:From expanded explanation (ref. VA002):Norton Formation (Campbell, 1893). Siltstone, shale, sandstone, conglomerate, limestone, and coal. Siltstone and shale, light- to medium-gray, with siderite and claystone concretions, fossiliferous; interbedded with and grades into sandstone. Sandstone, feldspathic, micaceous, argillaceous, light- to medium-gray, very-fine- to coarse-grained, thin- to very-thick-bedded, cross-bedded, locally massive, well-cemented. Conglomerate in thin zones in McClure Sandstone Member (lateral equivalent to part of Bee Rock Sandstone Member of the Lee Formation). Lime stone, medium-gray,micrograined, locally in lenses in two zones above the McClure Sandstone Member (Taylor, 1989; Whitlock, 1989). Coal in several beds and zones. A volcanic ash parting is in the Upper Banner coal bed locally (Diffenbach, 1988, 1989; Evans andTroensegaard, 1991; Henika, 1989a). The base of the Norton is defined as the top of the uppermost quartzarenite of the Lee Formation. On the western side of the coalfield the base of the Norton is at the top of the Bee Rock Sandstone Member of the underlying Lee Formation. However, the Bee Rock grades eastward into feldspathic, conglomeratic sandstone of the McClure Sandstone Member of the Norton. Several underlyingLee quartzarenites successively tongue out or grade into finer-grained clastic rocks to the southeast stratigraphically lowering the base of the Norton. This accounts for the great range in thickness of 500 to 2480 feet for the Norton Formation.",VA003,shale,siltstone,sandstone; coal,VA001VA002VA003
VA,@nr,PAnr,PAnr;0,VAPAnr;0,0,,New River Formation,Pennsylvanian,"New River Formation - Sandstone, siltstone, shale, and coal.",,"Appalachian Plateaus and Valley and RidgeFrom expanded explanation:New River Formation (Fontaine, 1874; redefined by Read and Mamay, 1964). Sandstone, siltstone, shale, coal, underclay, and limestone. Sandstone, feldspathic, micaceous, disseminated dark mineral grains, light- to medium-light-gray, very-fine- to coarse-grained, locally conglomeratic with quartz pebbles as much as 3 inches in diameter, thin- to thick-bedded, locally massive, ripple-bedded, cross-bedded; contains carbonaceous fragments. Siltstone, medium-light- to medium-gray, even-bedded, ripple-bedded, deformed locally. Shale, medium- gray to black, evenly to indistinctly bedded, with few very fissile carbonaceous beds, plant fossils, ironstone laminationsand concretions. Coal, finely cleated, impure coal partings in several beds, locally grades into black carbonaceous shale. Underclay, medium-gray, clayey to silty, contains root casts. Limestone, medium-gray, argillaceous, in thin discontinuous beds and ellipsoidal concretions locally occurs near base and middle part of formation. Marine invertebrate fossils locally in basal bed. Base is conformable with Pocahontas Formation and placed at bottom of Pocahontas No. 8 coal bed in most outcrop areas (Englund and Thomas, 1990). Northwest of outcrop belt, base is unconformable with the underlyingPocahontas Formation. The New River is thickest in western Tazewell and eastern Buchanan counties (Englund, 1981); it ranges from 1380 to 1925 feet in thickness.",VA003,sandstone,siltstone,shale; coal; limestone,VA001VA002VA003
VA,@p,PAp,PAp;0,VAPAp;0,0,,Pocahontas Formation,Pennsylvanian,"Pocahontas Formation - Sandstone, siltstone, shale, and coal.",,"Appalachian Plateaus and Valley and RidgeFrom expanded explanation:Pocahontas Formation (Campbell, 1896; also mapped with Pz and Pl ). Sandstone, siltstone, shale, underclay, and coal. Sandstone, feldspathic, micaceous, dark and light lithic fragments, pale-orange, light-brownish-gray, and medium to dark-gray, very-fine- to medium-grained, fine- to coarse-grained in northern outcrop area, thin- to thick-bedded and massive, sparsely cross-bedded, ripple-marked, with local shale interbeds and dark laminations; contains well-rounded quartz pebbles as much as 1 inch in diameter, locally in channel-fill deposits and basal beds; thin-bedded sandstone contains shale interbeds, shale fragments, ironstone nodules, coal debris, and sparse plant fossils. Few quartzose sandstones commonly interbedded with thin, dark-gray shales and siltstones in subsurface in Buchanan, Dickenson, and Wise counties (Miller, 1974). Sandstone comprises 70 per cent of formation (Englund,1979). Siltstone and shale, medium- to dark-gray, laminated, even- to irregulary bedded, fissile to fl ggy, fossiliferous withfresh and brackish water animal and plant fossils (Englund, 1979). Coal, finely cleated. Underclay, medium-gray, clayey to silty, contains root casts. Basal part gradational to intertonguing with underlying Bluestone Formation of the PenningtonGroup; base placed at top of red, green, or gray calcareous, marine shales of the underlying Bluestone Formation (Miller, 1974). The Pocahontas wedges out in the subsurface in the northwestern parts of Lee, Wise, Dickenson, and Buchanan Counties (Englund, 1979; Miller, 1974) and is thickest in western and northern Tazewell County. It ranges from 0 to 970 feet in thickness.",VA003,sandstone,siltstone,shale; coal,VA001VA003
VA,@w,PAw,PAw;0,VAPAw;0,0,,Wise Formation,Pennsylvanian,"Wise Formation - Sandstone, shale, siltstone, and coal; quartzarenite.",,"Appalachian Plateaus and Valley and RidgeFrom expanded explanation (ref. VA002):Wise Formation (Campbell, 1893) . Sandstone, siltstone, shale, limestone, coal, and underclay. Sandstone, lithic, feldspathic, micaceous, argillaceous, carbonaceous locally, light- to medium-gray to moderate- and pale-yellow- brown, fine- to coarse-grained, locally pebbly, thin- to thick-bedded, cross-bedded to even-bedded, locally massive,well-cemented; contains fragments of shale, siltstone, and carbonized plant fossils locally. Siltstone and shale, light olive- gray, medium- to dark-gray and grayish-black, contains siderite ironstone in very-thin beds and nodules, carbonized plant fossils; invertebrate fossils in dark-gray to black shale and micrograined limestone in the upper part of formation (Miller, 1969; Miller and Roen, 1973; Nolde, Henderson, andMiller,1988; Nolde, Whitlock, and Lovett, 1988a). Limestone, medium- to dark-gray, micrograined, in very-thin lenses and beds in shale and siltstone in two to three zones in lower part of formation (Taylor, 1989; Whitlock, Lovett, and Diffenbach, 1988). Coal interbedded with shale, siltstone, and sandstone. Underclay, light-gray, root casts, beneath coal; as much as 5 feet thick under the Williamson coal bed in Buchanan County(Henika, 1989b). A dark-gray to brownish-gray, flint clay in the Phillips (Fire Clay; No.7) coal bed in northern Lee County (Miller and Roen, 1973) and western Wise County is a volcanic ash deposit (Seiders, 1965) that covers parts of Kentucky, Tennessee, Virginia and West Virginia; it has been dated at an age of 311 - 312 million years (Lyons and others, 1992; Rice and others, 1990). Base of formation at bottom ofDorchester coal bed. Thickness 2150 to 2268 feet.",VA003,sandstone,siltstone,shale; coal,VA001VA002VA003
VA,@wg,PAwg,PAwg;0,VAPAwg;0,0,,Wise Formation and Gladeville Sandstone,Pennsylvanian,"Wise Formation and Gladeville Sandstone - Sandstone, shale, siltstone, and coal; quartzarenite.",,"Appalachian Plateaus and Valley and RidgeFrom expanded explanation (ref. VA002):Wise Formation (Campbell, 1893) . Sandstone, siltstone, shale, limestone, coal, and underclay. Sandstone, lithic, feldspathic, micaceous, argillaceous, carbonaceous locally, light- to medium-gray to moderate- and pale-yellow-brown, fine- to coarse-grained, locally pebbly, thin- to thick-bedded, cross-bedded to even-bedded, locally massive, well-cemented; contains fragments of shale, siltstone, and carbonized plant fossils locally. Siltstone and shale, lightolive- gray, medium- to dark-gray and grayish-black, contains siderite ironstone in very-thin beds and nodules, carbonized plant fossils; invertebrate fossils in dark-gray to black shale and micrograined limestone in the upper part of formation (Miller, 1969; Miller and Roen, 1973; Nolde, Henderson, and Miller,1988; Nolde, Whitlock, and Lovett, 1988a). Limestone, medium- to dark-gray, micrograined, in very-thin lenses and beds in shale and siltstone in two to three zones in lower part of formation (Taylor, 1989; Whitlock, Lovett, and Diffenbach, 1988). Coal interbedded with shale, siltstone, and sandstone. Underclay, light-gray, root casts, beneath coal; as much as 5 feet thick under the Williamson coal bed in Buchanan County (Henika, 1989b). A dark-gray to brownish-gray, flint clay in the Phillips (Fire Clay; No.7) coal bed in northern Lee County (Miller and Roen, 1973) and western Wise County is a volcanic ash deposit (Seiders, 1965) that covers parts of Kentucky, Tennessee, Virginia and West Virginia; it has been dated at an age of 311 - 312 million years (Lyons and others, 1992; Rice and others, 1990). Base of formation at bottom of Dorchester coal bed. Thickness 2150 to 2268 feet.Gladeville Sandstone (Campbell, 1893). Quartzarenite and sublitharenite, silica cemented, locally feldspathic and micaceous, conglomeratic, white to medium-gray to pale-yellowish- orange, weathers yellowish-gray, fine- to medium-grained, thin- to very-thick-bedded, thin- to thick- planar and trough cross-beds, slabby to blocky, contains fragments of dark-gray shale, coal, and fossil plants and quartz-pebble conglomerate near base. Underlies Wise Formation in northeastern Lee, southern Wise, and western Dickenson counties and pinches out in northern Wise and eastern Dickenson counties. A sandstone in the underlying Norton Formation below the Norton coal bed, as much as 100 feet below the stratigraphic position of the Gladeville, was misidentified as Gladeville in Lee County, and parts of Wise, Dickenson, and in Buchanan counties prior to the 1980s (Henika, 1989a; Miller and Roen, 1973; Nolde, Whitlock, and Lovett, 1988b; Whitlock,1987). Because of this, coal beds in the upper Norton and lower Wise Formations were miscorrelated where the Gladeville was absent. Thickness 0 to 65 feet.",VA003,sandstone,siltstone,shale; coal; arenite,VA001VA002VA003
VA,@z,PAz,PAz;0,VAPAz;0,0,,"Norton, New River, Lee and Pocahontas Formations Undivided",Pennsylvanian,"Norton, New River, Lee and Pocahontas Formations Undivided - Norton Formation: siltstone, shale, sandstone, and coal. New River Formation: Sandstone siltstone, shale, coal. Pocahontas Formation: Sandstone, siltstone, shale, and coal. Lee Formation: Quart",,Undivided; Appalachian Plateaus and Valley and RidgeFrom expanded expalanation (ref. VA002):Refer to individual units for descriptions.,VA003,sandstone,siltstone,shale; coal; arenite; conglomerate,VA001VA002VA003
VA,pbg,pbg,pbg;0,VApbg;0,0,,Porphyroblastic Biotite Granite,Proterozoic,Porphyroblastic biotite granite,,"Southeastern PiedmontFrom expanded explanation (ref. VA002):Porphyroblastic granite gneiss: Light-gray, medium to coarse-grained, compositionally layered, well-foliated, commonly lineated gneiss composed of metamorphosed granite,leucogranite, and granodiorite, which locally contains feldspar megacrysts. This unit includes the granite at Lawrenceville; the rocks are variably mylonitic and lineated along the Lake Gordon mylonite zone near Kenbridge (Horton and others, 1993).",VA003,granite,,,VA001VA002VA003
VA,peg,peg,peg;0,VApeg;0,0,,Granite Pegmatite,Proterozoic,Granite pegmatite,,"Central PiedmontFrom expanded explanation (ref. VA002):Granite pegmatite. Typically leucocratic and coarse grained; consists of lenticular bodies that are gen rally concordant with the regional foliation. Mineralogy includes microcline, albite, quartz, muscovite, biotite, garnet, and tourmaline.",VA003,pegmatite,,,VA001VA002VA003
VA,pg,pg,pg;0,VApg;0,0,,Plagiogranite,Proterozoic,Plagiogranite,,"Central Virginia Volcanic-Plutonic Belt.From expanded explanation (ref. VA002):Plagiogranite. White to light-gray, medium- to coarse grained, vaguely- to strongly-foliated plagioclase-rich granite and granite gneiss. Mineralogy: quartz + plagioclase + biotite + muscovite ñ potassium feldspar. Small plutons occur within layered metavolcanic rocks of probable Cambrian age.",VA003,granitoid,,,VA001VA002VA003
VA,pgo,pgo,pgo;0,VApgo;0,0,,Pegmatite - Goochland pegmatite district.,Proterozoic,Pegmatite - Goochland pegmatite district.,,"Eastern PiedmontFrom expanded explanation (ref. VA002):Pegmatite (Goochland pegmatite district of Pegau, 1932). Leucocratic, coarse- to very-coarse-grained granite pegmatite. Mineralogy includes microcline, albite, quartz,muscovite, biotite, garnet, tourmaline, sillimanite, and graphite; rutile, ilmenite, and zircon are present locally (Pegau, 1932). Pegmatite occurs as lenticular bodies intruding porphyroblastic garnet-biotite gneiss (Ymd).",VA003,pegmatite,,,VA001VA002VA003
VA,Ppg,Ppg,Ppg;0,VAPpg;0,0,,Pegmatite - Amelia pegmatite district.,Permian,Pegmatite - Amelia pegmatite district.,,"Eastern PiedmontFrom expanded explanation (ref. VA002):Pegmatite (Amelia district pegmatites). Leucocratic, coarsely crystalline pegmatite, occurs in discordant lens-shaped dikes and pods. Major minerals are quartz, microcline, albite, muscovite, garnet, and minor biotite; locally contains numerous rare and unusual accessory minerals (Pegau, 1932; Dietrich, 1990). Biotite and muscovite from the pegmatites have yielded Rb-Sr ages ranging from about 261 to 289 Ma (Deuser and Herzog, 1962).",VA003,pegmatite,,,VA001VA002VA003
VA,psg,psg,psg;0,VApsg;0,0,,Pliocene Sand and Gravel,Tertiary,"Pliocene Sand and Gravel - Sandy gravel, gravelly sand, poorly to well-sorted sands, and thin- to medium-beds of clay and silt, at altitudes from 170-320 ft. (top of unit).",,"Coastal PlainFrom expanded explanation (ref. VA002):Pliocene sand and gravel. Interbedded yellowish-orange to reddish-brown gravelly sand, sandy gravel, and fine to coarse sand, poorly to well-sorted, cross-bedded in part, in cludes lesser amounts of clay and silt in thin to medium beds. Commonly caps drainage divides (altitude 250-170 feet) in western part of Coastal Plain. Lower part of unit, showing flaser and lenticular bedding and containing rare to abundant Ophiomorpha nodosa represents deposition in marginal-marine environments and is, in part, a nearshore equivalent of the more downdip, marine facies of the Yorktown Formation. In the northern part of the Coastal Plain, the more poorly sorted and less cleanly washed upper part of unit, which lacks fossils, comprises fluvial-deltaic sediments that prograded eastward across the shelf during a regressive phase of the Yorktown. To the south, the upper part of unit is massively bedded clayey sand in places containing heavy mineral concentrations that average 8 percent or more; the sands are nearshore, beach and dune origin; interstitial clay was derived, in part, from in-situ weathering of feldspar sand.Thick ness is 0 to 50 feet.",VA003,gravel,sand,clay or mud; silt,VA001VA002VA003
VA,py,py,py;0,VApy;0,0,,Phyllonite,Proterozoic-Paleozoic,Phyllonite.,,"Southeastern PiedmontFrom expanded explanation (ref. VA002):Phyllonite. Dominantly white to dark-gray metasedimentary rocks including quartz-chlorite-graphite phyllonite and button schist, and chiastolite-graphite phyllonite; includes mylonitic feldspathic sericite schist and quartz conglomerate, mafic and felsic metavolcanic rocks, mylonitic-ultramylonitic granite and biotite  gneiss, and silicified  brecciated myloinite.  Shearing southeast of Lawrenceville was noted by Corbin (1989).",VA003,phyllonite,,,VA001VA002VA003
VA,Qc,Qc,Qc;0,VAQc;0,0,,Chuckatuck Formation,Quaternary,"Chuckatuck Formation - Interbedded gravel, sand, silt, clay, and minor peat; at altitudes to 50-60 ft. (top of unit).",,"Coastal PlainFrom expanded explanation (ref. VA002):Chuckatuck Formation (middle(?) Pleistocene, Johnson and Berquist, 1989). Light- to medium-gray, yellowish-orange, and red dish-brown sand, silt, and clay and minor amounts of dark-brown and brownish-black peat. Comprises surficial deposits of mid-level coast-parallel plains (altitude 50-60 feet) and equivalent riverine terraces. Eastward, unit is truncated by the Suffolk scarp; westward, along major stream drainages, unit is separated from the younger topographically lower Shirley Formation by the Kingsmill scarp and equivalent estuarine scarps. Fluvial-estuarine facies includes, from bottom to top, (1) channel-fill deposits of poorly sorted, cross-bedded, pebbly and cobbly sand interbedded, locally, with peat and sandy silt rich in organic matter, (2) moderately well-sorted, cross-bedded to planar bedded, fine- to medium-grained sandgrading up ward into (3) clayey silt and sandy and silty clay. Bay facies of coastwise plain includes a basal gravelly sand filling shallow paleochannels, a thin but extensive pebbly sand containing heavy mineral laminae and Ophiomorpha burrows, and an upper, relatively thick, medium- to fine-grained silty sand and sandy silt. Thickness is 0 to 26 feet.",VA003,gravel,sand,silt; clay or mud; peat,VA001VA002VA003
VA,Qcc,Qcc,Qcc;0,VAQcc;0,0,,Charles City Formation,Quaternary,"Charles City Formation - Interbedded sand, silt, clay and minor gravel; at altitudes to 70-80 ft. (top of unit).",,"Coastal PlainFrom expanded explanation (ref. VA002):Charles City Formation (lower Pleistocene (?), Johnson and Berquist, 1989). Light- to medium-gray and light-to dark yellowish and reddish-brown sand, silt, and clay composing surficial deposits of riverine terraces and coast-parallel plains at altitiudes of 70 to 80 feet. Unit is adjacent to, and inset below, the Windsor Formation and older deposits. Bay or shallow shelf facies of the Charles City (Johnson and Peebles, 1984),present beneath flat to gently seaward-sloping plain in Suffolk area, includes a thin, basal, gravelly sand grading upward into fine- to medium-grained sand and an uppermost clayey and sandy silt; lower and middle parts of unit contain clay-lined, sand-filled burrows. Fluvial-estuarine facies in terrace remnants along major rivers consists of cross-bedded gravelly sand and clayey silt. Thickness is 0 to 55 feet, or more.",VA003,sand,silt,clay or mud; gravel,VA001VA002VA003
VA,Qj,Qj,Qj;0,VAQj;0,0,,Joynes Neck Sand,Quaternary,"Joynes Neck Sand - Fine- to coarse-grained sand coarsening downward to gravel and sand, at altitudes to 26 ft. (top of unit).",,"Coastal PlainFrom expanded explanation (ref. VA002):Joynes Neck Sand (upper Pleistocene, Mixon, 1985)). Yellowish-gray, fine to coarse sand coarsening downward to gravelly sand and sandy gravel. Cross-lamination in finer grained sands accentuated by black, heavy minerals. Unit was deposited in nearshore-shelf depositional environment; constitutes surficial deposit of coast-parallel terrace (altitude 23-26 feet) on eastern side of upland in Accomack County. Thickness ranges from 0 to 30 feet.",VA003,sand,gravel,,VA001VA002VA003
VA,Qk,Qk,Qk;0,VAQk;0,0,,Kent Island Formation,Quaternary,"Kent Island Formation - Medium- to coarse-grained sand and sandy gravel grading upward into poorly- to well-sorted fine- to medium-grained sand, in part clayey and silty, at altitudes from sea level to about 20 ft. (top of unit).",,"Coastal Plain, East of Chesapeake BayFrom expanded explanation (ref. VA002):Kent Island Formation (upper Pleistocene, Owens and Denny, 1979). Pale-gray to yellowish-gray, medium to coarse sand and sandy gravel grading upward into poorly to wellsorted, fine to medium sand, in part clayey and silty. Unit is a surficial deposit of broad, bayward-sloping lowland (altitude ranges from sea level to about 20 feet) bordering east side of Chesapeake Bay. Thickness ranges from a feather-edge at scarp along eastern edge of lowland to about 40 feet in downdip areas.",VA003,sand,gravel,,VA001VA002VA003
VA,Qnb,Qnb,Qnb;0,VAQnb;0,0,,Nassawadox Formation: Butlers Bluff Member,Quaternary,"Nassawadox Formation: Butlers Bluff Member  - Fine- to coarse-grained pebbly sand and sandy gravel, at altitudes to 40 ft. (top of unit).",,"Butlers Bluff Member; Coastal Plain, East of Chesapeake BayFrom expanded explanation (ref. VA002):Butlers Bluff Member (Mixon, 1985). Pale-gray to light yellowish-gray, fine to coarse, cross-bedded, pebbly sand and sandy gravel comprising surficial deposits of upland (altitude 35-40 feet.). Diverse molluscan assemblage in lower part of unit, including Marginella, Mulinia, Nassarius, Spisula, Pleuromeris, and Olivella, indicates a shallow, nearshore-shelf depositional environment. Unit was deposited as a southward-building complex of spit-platform sands and shallow shoals and is as much as 60 feet in thickness. In subsurface, unit overlies 140 feet, or more, of pebbly to cobbly sand, clay silt,  and muddy fine-grained sand of the Stumptown Memberof the Nassawadox Formation, which fills a late Pleistocene paleochannel of the Susquehanna River system.",VA003,sand,gravel,,VA001VA002VA003
VA,Qno,Qno,Qno;0,VAQno;0,0,,Nassawadox Formation: Occohannock Member,Quaternary,"Nassawadox Formation: Occohannock Member - Muddy fine- to medium-grained sand, at altitudes to 30 ft. (top of unit).",,"Occohannock Member; Coastal Plain, East of Chesapeake BayFrom expanded explanation (ref. VA002):Occohannock Member (Mixon, 1985). Light-yellowish-gray, fine to medium sand underlying southwest-sloping terrace (altitude 30-18 feet) on west side of upland. Sand is dominantly massive to horizontally bedded, but shows some small-scale cross-bedding; locally contains clay and silt as matrix and thin beds. Unit was deposited in a low-energy,open-bay environment. Thickness ranges from a featheredge near bay-facing scarp along western margin of upland to 20 feet in downdip areas near present bay.",VA003,sand,,,VA001VA002VA003
VA,Qoa,Qoa,Qoa;0,VAQoa;0,0,,Omar Formation - Accomack Member:,Quaternary,"Omar Formation - Accomack Member: sand, gravel, silt, clay, and peat; at altitudes to 50 ft.",,"Accomack Member; Coastal Plain, East of Chesapeake BayFrom expanded explanation (ref. VA002):Accomack Member of Omar Formation (middle Pleistocene, Mixon, 1985). Light-to dark-gray, light-yellowish-gray, brownish-gray, and yellowish-orange sand, gravel, silt, clay, and peat of south west-trending central upland (altitude 38-50 feet) in Accomack County. Upper part of unit is bounded on east and west by ocean- and bay-facing scarps; lower part present in subsurface of adjacent lowland areas where it is overlain unconformably by Upper Pleistocene and Holocene deposits. In northern part of county, unit is a barrier-back barrier sequence of clean, cross-bedded, gravelly sand (above) and peat, clayey silt, and muddy sand (below); mollusks include Crassostrea, Mercenaria, and Noetia. In southern part of county, fine to coarse, trough cross-bedded sands of barrier-spit origin overlie fine- to very-fine-grained, muddy, nearshore-shelf sand containing Spisula, Ensis, Anomia, and Mulinia. At base of unit, pebbly to bouldery, medium- to very-coarse-grained sand and thick, compact clay-silts constitute the fluvial-estuarine fill of a paleochannel of the Susquehanna River system. AccomackMember and underlying channel fill are as much as 200 feet, or more, in thickness.",VA003,sand,gravel,silt; clay or mud; peat,VA001VA002VA003
VA,Qsh,Qsh,Qsh;0,VAQsh;0,0,,Shirley Formation,Quaternary,"Shirley Formation - Interbedded gravel, sand, silt, clay, and peat; at altitudes to 35-45 ft. (top of unit).",,"Coastal PlainFrom expanded explanation (ref. VA002):Shirley Formation (middle Pleistocene, Johnson and Berquist, 1989). Light- to dark-gray, bluish-gray and brown sand, gravel, silt, clay, and peat. Constitutes surficial deposits of riverine terraces and relict baymouth barriers and bay-floor plains (altitude 35-45 feet) inset below depositional surfaces of the Chuckatuck Formation (Johnson and Peebles, 1984). Upper part of unit is truncated on the east by the Suffolk and Harpersville scarps; locally, lower part occurs east and west of scarps. Fluvial-estuarine facies comprises (1) a lower pebble to boulder sand overlain by (2) fine to coarse sand interbedded with peat and clayey silt rich in organic material, including in-situ tree stumps and leaves and seeds of cypress, oak, and hickory, which grades upward to (3) medium- to thick-bedded,clayey and sandy silt and silty clay. Marginal-matrix facies in lower James River and lowermost Rappahannock River areas is silty, fine-grained sand and sandy silt containing Crassostrea virginica, Mulinia, Noetia, Mercenaria, and other mollusks. Astrangia from lower Rappahannock River area has yielded a uranium-series age of 184,000 ñ 20,000 yrs B.P. (Mixon and others, 1982). Thickness is 0 to 80 feet.",VA003,gravel,sand,silt; clay or mud; peat,VA001VA002VA003
VA,Qt,Qt,Qt;0,VAQt;0,0,,Tabb Formation,Quaternary,"Tabb Formation - Undifferentiated.  Includes the Poquoson Member (Qtp), Lynnhaven Member ( Qtl) and Sedgefield Member (Qts).",,"Undifferentiated; Coastal PlainFrom expanded explanation (ref. VA002):Tabb Formation, undifferentiated (upper Pleistocene, Johnson, 1976). Sand, silt, and peat of coast-parallel plains seaward of the Suffolk and Harpersville scarps, includes coeval terrace deposits along major river valleys west to Fall Line. Subdivided into three members (Johnson, 1976).",VA003,sand,silt,peat,VA001VA002VA003
VA,Qtl,Qtl,Qtl;0,VAQtl;0,0,,Tabb Formation; Lynnhaven Member,Quaternary,"Tabb Formation; Lynnhaven Member - Pebbly and cobbly sand grading upward into muddy, fine sand and silt, at altitudes to 15-18 ft. (top of unit).",,"Coastal PlainFrom expanded explanation  (ref. VA002):Lynnhaven Member (Johnson, 1976). Pebbly and cobbly, fine to coarse gray sand grades upward into clayey and silty fine sand and sandy silt; locally, at base of unit, medium tocoarse cross-bedded sand and clayey silt containing abundant plant material fill channels cut into underlying stratigraphic units. Unit is surficial deposit of broad swale that is traceable southward from Norfolk; extensive low lands bounded on landward side by river-, bay-, and ocean-facing scarps having toe altitudes of 15 to 18 feet. Thickness is 0 to 20 feet.",VA003,sand,silt,,VA001VA002VA003
VA,Qtlp,Qtlp,Qtlp;0,VAQtlp;0,0,,Tabb Formation: Lynnhaven and Poquoson Members,Quaternary,"Tabb Formation: Lynnhaven and Poquoson Members - Undifferentiated Qtl, Qts.",,Undifferentiated; Coastal Plain,VA003,sand,silt,,VA001VA003
VA,Qtp,Qtp,Qtp;0,VAQtp;0,0,,Tabb Formtaion; Poquoson Member,Quaternary,"Tabb Formtaion; Poquoson Member - Pebbly sand grading upward into muddy, fine-grained sand and sandy silt, at altitudes to 11 ft. (top of unit).",,"Coastal PlainFrom expanded explanation (ref. VA002):Poquoson Member (Johnson, 1976). Medium to coarse, pebbly sand grades upward into clayey fine sand and silt, light- to medium-gray; underlies ridge and swale topography(altitude ranges from sea level to 11 feet) along the margin of Chesapeake Bay and in the lower and middle parts of Coastal Plain rivers. Thickness is 0 to 15 feet.",VA003,sand,silt,,VA001VA002VA003
