HYPERLINK,PropertyID,LegacyID,Available,Address,AddressZip,BrownField,FIPS,HubZone,OfficePark,OwnerName,OwnerPhone,OwnerEmail,Sale,TownFips,Waterway,LAMBERT_Y,LAMBERT_X,Voltage,Phase,contact,AvailableDate,AddressStreet,AddressCity,AddressState,PropertyName,Longitude,Latitude,DEQStatusLetter,ResearchPark,FeaturedLocation,IndustrialPark,HighwayIntername,HighwayInterDistance,HighwayInterchangeName,HighwayArteryName,HighwayArteryDistance,HighwayAccessName,ForeignTradeZone,NaturalGasDistance,RailroadDistance,PublicTransportationName,PubliclyOwned,PropertyType,NewMarketTaxCreditZone,NatureOfContamination,NaturalGasPropaneEquipped,NaturalGasPressure,NaturalGasLineSize,RemediationPlan,RailAccess,RailroadSiding,SewerProviderDistance,SewerOnSiteTreatmentPlant,SewerLineSize,SewerAvailCapacityTo,SewerPlantTotalCapacity,TelecommBroadbandLevel,TelecommWirelessBroadband,TelecommRedundantRoute,TelecommOther,TelecommISDN,TelecommFiberOpticLine,TelecommFiber,TelecommDigital,TechnologyZone,SubmittedDate,SubmittedBy,ShowOnVAScan,SepticSystem,SepticCapacity,VAEnterpriseZone,WaterAvailCapacityToProperty,WaterProviderDistance,WellCapacity,WaterwayName,WaterwayChannelDepth,WaterTreatmentPlantTotalCap,WaterTankCapacity,WaterOnSiteTreatmentPlant,WaterLineSize,SecondaryRailProviderName,RailProviderName,AirportGeneral,AirportGenDistance,AirportCommercial,AirportCommDistance,Amps,secondaryelectricprovider,electricprovider,SewerProvider,TelecommProvider,WaterProvider,GasProvider,LocalityName,brokercontact,ZoningRestrictionsText,ZoningClassification,ZoningRestrictions,ZoningConform,WithinCorporateLimits,Lease_Type,recent_use,Roof_Type,ConstructionType,SpaceTotalAvailable,industrialceilingheight,officeceilingheight,OBJECTID,SITE_NO,Expr1,OFFICIAL,ACCURACY,GlobalID,LargestContParcel,AcreageTotal,imageURL,thumbnailURL,Shapearea,Shapelen,SDE_VECTORSDESITES_POLYGON_DETAILS_SVarea,SDE_VECTORSDESITES_POLYGON_DETAILS_SVlen
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60049S,234124,60049S,1,Mountain Road and Route 1 AKA 8600 Washington Hwy,23059,0,51087,0,0,Westham Corp.,,,0,,0,184008.61195612,179796.40743827,,,"McLaren, Gary",,Mountain Road and Route 1 AKA 8600 Washington Hwy,Glen Allen,VA,Mountain Road,,,0,0,0,0,I-95,1,Parham Road,Route 1,0,Mountain Rd,0,0,,,0,Site,0,,0,,6,0,0,0,0,0,10,,,,0,0,,0,,0,0,0,,Michelle Mende,1,0,,1,,0,,,0,,,0,12,,,Richmond International Airport,15,Richmond International Airport,15,,,Dominion Virginia Power,Henrico County,Cavalier Telephone Company,Henrico County,City of Richmond,Henrico,"Sheffield, Jim",,"M-1, Light Industrial",0,1,0,,,,,,,,1846,60049S,51087,1,1,{5AF02C53-C7CE-4E87-8883-45BE13CE279D},18,18,,,73272.1006676849,1469.44035902883,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60050S,234125,60050S,1,East Parham Road and Park Central Drive,23227,0,51087,0,0,Park Central Ltd. Pshp.,,,0,,0,184655.59936262,181693.77119825,,,"McLaren, Gary",,East Parham Road and Park Central Drive,Richmond,VA,Park Central,,,0,0,0,1,I-95,1,Parham Road,Parham Road,0,Park Central,0,0,,,0,Site,0,,0,,4,0,0,0,0,0,8,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,12,,,Richmond International Airport,5,Richmond International Airport,10,,,Dominion Virginia Power,Henrico County,Verizon,Henrico County,City of Richmond,Henrico,"Marchetti, Joe",,O-2,0,1,0,,,,,,,,2442,60050S,51087,1,1,{AABECB23-D6D4-4AE7-8C5B-E525AF0C6DEE},8.6,97,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=113674,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=113674,370083.194647325,3990.00642606351,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60054S,234128,60054S,1,Vawter Avenue,23222,0,51087,0,0,E.G. Bowles,804-788-6664,,0,,0,178846.16366736,184868.22652361,,,"McLaren, Gary",,Vawter Avenue,Henrico,VA,Bowles Site (Vawter Avenue),,,0,0,0,0,I-64,3,,Vawter Avenue,0,Vawter Avenue,0,0,,,0,Site,0,,0,,8,0,1,1,0,0,12,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,12,,Buckingham Branch Railroad,Richmond International Airport,5,Richmond International Airport,5,,,Dominion Virginia Power,Henrico County,Cavalier Telephone Company,Henrico County,City of Richmond,Henrico,,,"M-2, General Industrial",0,1,0,,,,,,,,2224,60054S,51087,1,1,{8E3B1DA1-FEA0-4D83-8A0A-F46DCE10B679},25,35,,,197003.648041986,1855.25578463389,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60060S,234134,60060S,1,Elko Road at Portugee Road,23150,0,51087,0,0,Henrico Economic Development,,,0,,0,167129.50002608,200259.80016034,34.5 KV,3,"McLaren, Gary",,Elko Road at Portugee Road,Sandston,VA,White Oak Technology Park,,,0,0,0,1,I-295,1,US 60/Exit 28,U.S. Route 60,1,Portugee & Elko Road,0,0,,,1,Site,0,,0,150,8,0,0,0,0,1,16,,,,0,1,,0,,1,0,0,,John Loftus,1,0,,0,,0,,,0,,,0,16,,,Richmond International Airport,5,Richmond International Airport,5,,,Dominion Virginia Power,Henrico County,Verizon,Henrico County,City of Richmond,Henrico,,,"M-2, General Industrial",0,1,0,,,,,,,,2152,60060S,51087,1,1,{1DAA5AE2-5468-4162-8AA3-7D946001A9FC},1100,2250,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126323,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126323,9278426.29243223,34474.5612221598,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60061S,234135,60061S,1,Oakleys Lane,23231,0,51087,0,0,Liberty Property Trust,804-644-9111,,0,,0,172771.80009767,189978.8999257,,,"McLaren, Gary",,Oakleys Lane,Henrico,VA,Oakleys Center,,,0,0,0,0,I-64,2,,Oakleys Lane,0,Oakleys Lane,0,0,,,0,Site,0,,0,,,0,1,1,0,0,12,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,12,,,Richmond International Airport,1,Richmond International Airport,1,,,Dominion Virginia Power,Henrico County,Cavalier Telephone Company,Henrico County,City of Richmond,Henrico,,,"M-2, General Industrial",0,1,0,,,,,,,,2228,60061S,51087,1,1,{D43C03A9-3EB5-4679-A3A9-7C9EB33BEF04},7.24,22,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=113673,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=113673,90802.5360840107,2028.42476695134,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60084S,234155,60084S,1,Route 22 and Industrial Drive,23093,0,51109,1,0,Louisa Industrial Development Authority,,,0,51403,0,224276.90015723,134341.2998669,34.5 KV,3,"Wade, Andy",,Route 22 and Industrial Drive,Louisa,VA,Louisa County Industrial Air Park,,,0,0,0,1,I-64,10,Ferncliff/Louisa Exit 143,U.S. Route 29,35,Route 22/Industrial Drive,0,0,0,,1,Site,1,,0,60,6,0,0,0,0,0,8,,,,1,0,,1,0,0,1,0,2002-11-13T00:00:00.000Z,C. Robert Gibson,1,0,,0,,0,,,0,0,,0,12,,,Louisa County Airport/Freeman Field,0,Charlottesville-Albemarle Airport,40,,,Dominion Virginia Power,Louisa Regional Wastewater Treatment Facility,Verizon,Louisa County Water Authority,Columbia Gas of Virginia,Louisa,,,Industrial,0,0,1,,,,,,,,2425,60084S,51109,1,1,{61E278F0-63CB-4DDA-9F83-CED0C1F54A4F},40,323.28,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=115743,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=115743,1830781.55771716,14163.0712657907,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60123S,234192,60123S,1,Front Street and US-29,22949,0,51125,0,0,Callohill Development Company LLC,540-213-0081,jbarber@madison-monroe.com,0,,0,194982.40007708,54801.2999641,,,"Corum, Maureen",,Front Street and US-29,Lovingston,VA,Callohill Development Company,,,0,0,0,0,I-64,30,118B,U.S. Route 29 Bypass,30,Front Street,0,0,0,,0,Site,0,,0,,0,0,0,0,275,0,8,,,,0,0,,0,,0,0,0,1986-11-13T00:00:00.000Z,Pete Schrider,1,0,,0,,0,,,0,0,,0,6,,,Charlottesville-Albemarle Airport,40,Charlottesville-Albemarle Airport,40,,Central Virginia Electric Cooperative,American Electric Power,Town of Lovingston,nTelos,Lovingston Sanitary District,Not Available,Nelson,,,Heavy Industry,0,0,0,,,,,,,,2288,60123S,51125,1,,{F8156267-9341-4563-ACA1-B9D3E36A0753},16,16,,,198193.295379957,1784.92945309021,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60137S,234206,60137S,1,12771 Kingston Avenue,23836,0,51041,0,0,FP RIVERS BEND LAND LLC,,,0,,0,152383.19990485,191239.89994913,,,"DelVillar, Barbara",,12771 Kingston Avenue,Chester,VA,Rivers Bend Center,,,0,0,0,1,I-295,1,,Kingston Avenue,1,0,0,0,,,0,Site,0,,0,,4,0,0,0,0,0,12,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,12,,,Chesterfield County Airport,10,Richmond International Airport,15,,,Dominion Virginia Power,Chesterfield County,Verizon,Chesterfield County,Columbia Gas of Virginia,Chesterfield,"Allocca, Marc",,I-1,0,0,0,,,,,,,,2557,60137S,51041,1,,{D876F8F2-2A27-4859-9B89-D4739750A44C},19,214,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=122666,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=122666,1005723.76172924,6760.87410441101,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60141S,234210,60141S,1,15840 Woods Edge Road,23834,0,51041,0,0,SINA05LLC,804-647-3957,apatelrva@comcast.net,0,,0,147180.89998677,185969.80007818,,,"DelVillar, Barbara",,15840 Woods Edge Road,Colonial Heights,VA,15840 Woods Edge Rd site,,,0,0,0,0,I-95,1,,Woods Edge Road,1,Woods Edge Road,0,0,,,0,Site,0,,0,,8,0,0,0,0,0,12,,,,0,0,,0,,0,0,0,,,0,0,,1,,0,,,0,,,0,12,,,Chesterfield County Airport,10,Richmond International Airport,20,,,Dominion Virginia Power,Chesterfield County,Verizon,Chesterfield County,Columbia Gas of Virginia,Chesterfield,,,C-5,0,0,0,,,,,,,,1898,60141S,51041,1,,{F766790D-FB32-49C1-917C-158F90A17C1A},2.5,2.5,,,32339.3174934431,866.741760357084,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60143S,234212,60143S,1,8100 Whitepine Road,23237,0,51041,0,0,Chesterfield County/Econ. Dev.,804-318-8550,,0,,0,157689.90009724,174451.60014113,,,"DelVillar, Barbara",,8100 Whitepine Road,Richmond,VA,Chesterfield Airport Industrial Park,,,0,0,0,1,I-95,6,,Whitepine Road,0,Whitepine Rd,0,0,,,0,Site,0,,0,35,4,0,0,0,0,0,8,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,12,,,Chesterfield County Airport,1,Richmond International Airport,15,,,Dominion Virginia Power,Chesterfield County,Verizon,Chesterfield County,Columbia Gas of Virginia,Chesterfield,,,I-1,0,0,0,,,,,,,,2504,60143S,51041,1,,{32DF14FC-C468-4D22-A74D-360C1A04EEE2},49,62,,,1228019.08119797,9688.00520505974,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60191S,234260,60191S,1,State Route 650,23883,0,51181,0,0,Anne Kirk,757-483-8866,,0,,1,131702.29999022,250040.39994366,,3,"Franklin, Tyrone",,State Route 650,Surry,VA,Gravel Neck Site,,,0,0,0,0,I-295,30,US 460,U.S. Route 460,10,1,1,0,0,,0,Site,0,,0,,16,0,0,0,53000,0,0,,,,0,0,,0,,1,0,0,1998-03-19T00:00:00.000Z,Jay Langston,1,1,,0,0,0,0,,25,0,0,0,0,,,Wakefield Municipal Airport,12,Newport News-Williamsburg International Airport,25,,,Dominion Virginia Power,Septic system practical,Mid-Atlantic Broadband Cooperative,On site well,Columbia Gas of Virginia,Surry,,,Agricultural,0,0,0,,,,,,,,2348,60191S,51181,1,,{D0F01277-EBC5-4524-87B6-1EADFFB1F127},150,600,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=123244,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=123244,2202558.13633242,7215.48196928886,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60193S,234262,60193S,1,8800 Whitepine Road,23831,0,51041,0,0,Private,,,0,,0,158268.70017302,172972.19987263,,,"DelVillar, Barbara",,8800 Whitepine Road,Chester,VA,Whitepine Road at Belmont Road,,,0,0,0,1,I-95,7,,Route 10,0.5,Whitepine Road,0,0,,,0,Site,0,,0,,4,0,0,0,0,0,12,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,12,,,Chesterfield County Airport,1,Richmond International Airport,15,,,Dominion Virginia Power,Chesterfield County,Verizon,Chesterfield County,Columbia Gas of Virginia,Chesterfield,"Thornton, Wood",,I-1,0,0,0,,,,,,,,2505,60193S,51041,1,,{95FA27E5-4ACA-431D-9CA4-9435B4E520FF},71.5,103,,,682271.533508468,8292.19082870259,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60204S,234272,60204S,1,9901 Lamore Drive,23875,0,51149,0,0,Norfolk Southern,(757) 823-5482,amanda.nesmith@nscorp.com,0,,0,132727.70012118,194201.69992779,,,"Stoke, Jeffrey",,9901 Lamore Drive,Petersburg,VA,NS - Prince George Property,,,0,0,0,0,I-295,0.5,US 460/Exit 3,U.S. Route 460,0.25,Route 630,0,4000,0,,0,Site,0,,0,30,6,0,1,0,400,0,8,,,,0,0,,0,,1,0,0,,Michelle Mende,1,0,,1,,400,500000,,,,,0,12,,Norfolk Southern Railway Company,Dinwiddie County Airport,13.5,Richmond International Airport,27.8,,Dominion Virginia Power,Prince George Electric Cooperative,Prince George County,Mid-Atlantic Broadband Cooperative,Prince George County,Columbia Gas of Virginia,Prince George,,,M-1,0,1,0,,,,,,,,2241,60204S,51149,1,1,{22F53D3B-4518-4D58-92B9-AC981C9EED39},233,233,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=122070,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=122070,610479.65825842,4299.13112620389,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60206S,234274,60206S,1,5900 La France Road,23150,0,51087,0,0,Airport Assoc. (Gary Fenchuck),804-739-3800,,0,,0,168806.7149555,194782.08844699,,,"McLaren, Gary",,5900 La France Road,Sandston,VA,LaFrance Road Tract,,,0,0,0,0,I-64,4,,LaFrance Road,0,La France Road,0,0,,,0,Site,0,,0,,,0,0,0,0,0,12,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,12,,,Richmond International Airport,1,Richmond International Airport,1,,,Dominion Virginia Power,Henrico County,Cavalier Telephone Company,Henrico County,City of Richmond,Henrico,"Peaden, Russ",,"M-1, Light Industrial",0,1,0,,,,,,,,1868,60206S,51087,1,1,{F179DE71-7F60-4775-94D7-0E9E8BCDC031},54,54,,,222417.09848272,1897.13065734748,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60215S,234283,60215S,1,State Routes 6 & 151,22949,0,51125,0,0,George Cory,,,0,,0,222425.39997552,59083.89987774,220,,"Corum, Maureen",,State Routes 6 & 151,Lovingston,VA,Cory Site,,,0,0,0,0,I-64,15,,I-64,15,151,0,0,0,,0,Site,0,,0,,0,0,0,0,0,0,0,,,,0,0,,0,,0,0,0,,Michelle Mende,0,0,,0,,0,,,0,0,,0,0,,,Charlottesville-Albemarle Airport,25,Charlottesville-Albemarle Airport,25,,,Central Virginia Electric Cooperative,Septic system practical,nTelos,On site well,Not Available,Nelson,,,M-1,0,0,0,,,,,,,,2289,60215S,51125,1,,{288CC5CA-0AE3-4135-BB9B-4331C3702D30},10,11.8,,,50062.8799984413,1000.34916810138,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60228S,234296,60228S,1,1800 Coxendale Road,23836,0,51041,0,0,COXENDALE PARK LLC,,,0,,0,155211.30014207,185414.89983891,,,"DelVillar, Barbara",,1800 Coxendale Road,Chester,VA,Coxendale Road Site,,,0,0,0,0,I-95,2,,U.S. Route 1/301,2,Coxendale Rd,0,0,,,0,Site,0,,0,,6,0,0,0,0,0,42,,,,0,0,,0,,0,0,1,,,1,0,,0,,0,,,0,,,0,12,,,Chesterfield County Airport,5,Richmond International Airport,10,,,Dominion Virginia Power,Chesterfield County,Verizon,Chesterfield County,Columbia Gas of Virginia,Chesterfield,"Hetherington, Jason",A- does not allow for outside storage,"I-3, Heavy Industrial;A",0,0,0,,,,,,,,2436,60228S,51041,1,,{386E184D-2905-4F6B-ADDC-20A892B2AA0D},0,73.59,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=124806,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=124806,354730.626146137,3483.37701093241,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60230S,234298,60230S,1,Quarles Road,23005,0,51085,0,0,"Continental-Ashland Associates, LLC",,,0,51307,0,198103.59986368,179162.00010114,,,"Deusebio, Susan",,Quarles Road,Ashland,VA,Quarles Road - adj to 309 Quarles,,,0,0,0,0,I-95,1.5,,North Washington Hwy / US Rt 1,0.25,Quarles Road,0,0,,,0,Site,0,,0,,,0,0,0,0,1,8,,,,0,0,,0,,1,0,0,,,1,0,,0,,0,,,0,2000,,0,12,,,Hanover County Municipal Airport,8.3,Richmond International Airport,24.9,,,Dominion Virginia Power,Hanover County,Comcast Business Communications,Hanover County,Virginia Natural Gas,Hanover,"Williams, David",,M-1,0,1,1,,,,,,,,2664,60230S,51085,1,1,{F35C41F8-AF8B-4599-AE45-0A30ED747C1A},14.056,14.056,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=119317,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=119317,52218.8745737311,957.764195530199,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60235S,234301,60235S,1,1800 Old Bermuda Hundred Road,23836,0,51041,0,0,Miles & Wells - Courtney Wells,804-748-0003,,0,,0,151272.09992722,186539.2999073,,,"DelVillar, Barbara",,1800 Old Bermuda Hundred Road,Chester,VA,Wells-Miles/Old Stage Rd Site,,,0,0,0,0,I-95,1,,Old Stage Road,0,0,0,0,,,0,Site,0,,0,,4,0,0,0,1800,0,24,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,16,,,Chesterfield County Airport,10,Richmond International Airport,15,,,Dominion Virginia Power,Chesterfield County,Verizon,Chesterfield County,Columbia Gas of Virginia,Chesterfield,"Mattox, Bill",73SN0069,"A; I-1; I-2; I-3",0,0,0,,,,,,,,2485,60235S,51041,1,,{C7BEE3CE-7AD8-4F41-ADC5-3503EDD1E523},53.27,64,,,214787.20166432,2319.50145184358,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60236S,234302,60236S,1,Laburnum Avenue,23231,0,51087,0,0,Sauer Properties,804-359-5786,,0,,0,167143.19985405,190467.99995758,,,"McLaren, Gary",,Laburnum Avenue,Henrico,VA,Sauer Business Park,,,0,0,0,1,I-64,2,,Laburnum,0,1,0,0,,,0,Site,0,,0,19,12,0,1,0,0,1,12,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,12,,CSX Transportation,Richmond International Airport,1,Richmond International Airport,1,,,Dominion Virginia Power,Henrico County,Cavalier Telephone Company,Henrico County,City of Richmond,Henrico,,,"M-1, Light Industrial",0,0,0,,,,,,,,2600,60236S,51087,1,1,{6700EFCA-471E-478E-AC55-EFF399C67752},400,450,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=121302,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=121302,1957264.45135365,10083.6410470499,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60241S,234307,60241S,1,9600 Lamore Drive,23805,0,51149,0,0,William F. & Joan G. Horne,,,0,,0,133039.60003249,193222.3998804,,,"Stoke, Jeffrey",,9600 Lamore Drive,Petersburg,VA,Horne Site,,,0,0,0,0,I-95,0.5,,U.S. Route 460,1,Rives Road & Lamore Drive,0,1000,0,,0,Site,0,,0,30 PSI,4,0,1,1,1300,0,8,,,,0,0,,0,,1,0,0,,Cindy Cave,1,0,,0,,5280,,,0,0,,0,12,,,Dinwiddie County Airport,10,Richmond International Airport,25,,,Dominion Virginia Power,Prince George County,Mid-Atlantic Broadband Cooperative,Prince George County,Columbia Gas of Virginia,Prince George,,,RA,0,0,0,,,,,,,,2553,60241S,51149,1,1,{78E37EA5-B7FF-440B-B330-3BF59B2519E5},95,103,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=122771,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=122771,447674.65512174,4734.47105451715,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60255S,234320,60255S,1,U.S. Route 522 and Jefferson Park Road,23139,0,51145,0,0,Irene Carnes,804-513-7688,,0,,0,178848.00009265,139407.20005168,,,"Altman, March",,U.S. Route 522 and Jefferson Park Road,Powhatan,VA,Jefferson Industrial Park,,,0,0,0,1,I-64,10,,U.S. Route 60,5,U.S. Route 522,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,1997-06-13T00:00:00.000Z,Daniel Jones,1,1,,0,,0,,,,,,0,,,,Chesterfield County Airport,30,Richmond International Airport,40,,,Southside Electric Cooperative,Septic system practical,Verizon,On site well,Not Available,Powhatan,"Locke, Bill",,Light Industrial,0,1,0,,,,,,,,2299,60255S,51145,1,,{7EF0329E-CD52-44CB-B947-AA0EB2040FA1},14.38,29.5,,,106920.617582632,1319.80058742854,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60265S,234329,60265S,1,Audubon Dr. and Trampton Rd.,23150,0,51087,0,0,Tom Bundy & Brooks Pollock,,,0,,0,171715.01432681,192246.82459294,,,"McLaren, Gary",,Audubon Dr. and Trampton Rd.,Sandston,VA,Airport Center East,,,0,0,0,1,I-64,1,Airport Drive,Airport Drive,0.3,Trampton Rd,0,0,,,0,Site,0,,0,,12,0,0,0,0,1,12,,,,0,0,,0,,0,0,0,,Rita Bostic,1,0,,0,,0,,,0,,,0,12,,,Richmond International Airport,1,Richmond International Airport,1,,,Dominion Virginia Power,Henrico County,Cavalier Telephone Company,Henrico County,City of Richmond,Henrico,"Williams, David",,"M-1, Light Industrial",0,1,0,,,,,,,,2230,60265S,51087,1,1,{9BFE440B-EDFF-4F42-8A0E-EC18C252BE15},9.6,10,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126603,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126603,151763.228425949,2505.1593974652,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60270S,234334,60270S,1,Commerce Drive and VA-10,23883,0,51181,0,0,Surry County,,,0,,0,127588.59999979,234094.29985021,,3,"Chapline, Renee",,Commerce Drive and VA-10,Surry,VA,Surry West Business Center,,,0,0,0,1,I-295,35,US 460,U.S. Route 460,15,0,0,65000,,,0,Site,0,,0,,,0,0,0,0,1,8,,,,0,0,,0,0,1,0,0,1992-08-01T00:00:00.000Z,Neal Barber,1,0,,0,100000,0,,,,100000,,0,8,,,Wakefield Municipal Airport,10,Newport News-Williamsburg International Airport,25,,,Dominion Virginia Power,Surry County,Mid-Atlantic Broadband Cooperative,Surry County,Not Available,Surry,,,Industrial,0,0,0,,,,,,,,2347,60270S,51181,1,,{C18207F1-5B5D-4035-AB87-EA84ED856D8B},142,172,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126510,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126510,751831.821246103,4165.42414195857,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60272S,234336,60272S,1,U.S. Route 60 and Oakbridge Drive,23139,0,51145,0,1,Oakbridge Corporation,804-794-6836,,0,,0,168552.90000537,155215.20011612,,,"Altman, March",,U.S. Route 60 and Oakbridge Drive,Powhatan,VA,Oak Bridge Industrial Park,,,0,0,0,0,I-195,10,,U.S. Route 60,0,U.S. Route 60,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,1997-06-13T00:00:00.000Z,John Loftus,1,1,,0,,0,,,,,,0,,,,Chesterfield County Airport,15,Richmond International Airport,30,,,Dominion Virginia Power,Septic system practical,Verizon,On site well,Not Available,Powhatan,,,Light Industrial,0,0,0,,,,,,,,2301,60272S,51145,1,,{BCF540EB-5739-4C95-9124-AE8658B876F8},25,100,,,387674.390054534,2797.3593923897,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60277S,234340,60277S,1,VA-3 and US-360,22572,0,51159,1,1,Richmond County IDA,,,0,51479,0,221877.09999104,241742.09992772,12.5 KV,3,"Quicke, Morgan",,VA-3 and US-360,Warsaw,VA,Richmond County Commerce Center,,,0,0,0,1,I-295,45,Mechanicsville,U.S. Route 360,1,State Route 3,0,0,,,1,Site,0,,0,,,0,0,0,0,0,8,,,,0,0,,0,0,1,0,0,,Michelle Mende,1,0,,1,,0,,,,,,0,6,,,Tappahannock-Essex County Airport,8,Richmond International Airport,50,,,Dominion Virginia Power,Town of Warsaw,Verizon,Town of Warsaw,Columbia Gas of Virginia,Richmond,,,Industrial,0,0,1,,,,,,,,2628,60277S,51159,1,1,{4472F92B-7394-471E-B5C4-9A8642B42BFE},35,56.26,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=118893,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=118893,199218.262157444,2170.88431294332,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=60279S,234342,60279S,1,I-95 Service Road,23890,0,51183,0,0,W. H. Chambliss,,,0,,0,88869.90011447,182934.80016291,,,"Chapline, Renee",,I-95 Service Road,Waverly,VA,Chambliss Site Sussex,,,0,0,0,0,I-95,0.8,,U.S. Route 301,0,0,0,0,0,,0,Site,1,,0,,0,0,0,0,3000,0,8,,0,,0,0,,0,,1,0,0,1995-03-16T00:00:00.000Z,Jay Langston,1,0,,0,,16000,0,,0,0,0,0,0,,,Wakefield Municipal Airport,15,Richmond International Airport,50,,,Dominion Virginia Power,Sussex Service Authority,Mid-Atlantic Broadband Cooperative,Greensville County Water & Sewer Authority,Not Available,Sussex,,,A-3,0,0,0,,,,,,,,2257,60279S,51183,1,,{BC792A51-E2EC-45A6-BF9C-8953A7D51329},63,63,,,679342.634389207,5329.46179777588,,
