OBJECTID,FTR_CODE,VDOT,SPEEDLIMIT,PRE_DIR,PRE_TYPE,ST_NAME,ST_TYPE,SUF_DIR,LADD_FR,LADD_TO,RADD_FR,RADD_TO,FULLNAME,LBLOCK,HBLOCK,ONEWAY,CLASS,BLOCK,ADDTYP,ROW,SHAPElen
466,Navigable Streets,Collectors,25, , ,1ST VIEW,STREET, ,9431,9451,9430,9446,1ST VIEW STREET,9400,9400,bidirectional,Minor,9400,0,arterial/collector,285.119813
3444,Navigable Streets,Local Streets- Public,25, , ,DIXIE,DRIVE, ,0,0,403,407,DIXIE DRIVE,400,400,bidirectional,Minor,400,0,residential,312.775497
1178,Navy Streets,Base Roads,25,W, ,ADMIRAL TAUSSIG,BOULEVARD, ,0,0,0,0,W ADMIRAL TAUSSIG BOULEVARD,1900,1900,bidirectional,Naval Base,1900,0,not permitted,41.246171
467,Navigable Streets,Minor Arterials,35, , ,TIDEWATER,DRIVE, ,0,0,0,0,TIDEWATER DRIVE,9400,9400,divided oneway,Major,9400,0,arterial/collector,931.459025
2059,Navigable Streets,Local Streets- Public,25, , ,MARGARET,AVENUE, ,8581,8591,8580,8588,MARGARET AVENUE,8500,8500,bidirectional,Minor,8500,0,residential,403.441447
3213,Navigable Streets,Local Streets- Public,25, , ,TEMPLAR,BOULEVARD, ,1310,1328,1307,1329,TEMPLAR BOULEVARD,1300,1300,bidirectional,Minor,1300,0,residential,251.331916
1179,Navy Streets,Base Roads,25,W, ,ADMIRAL TAUSSIG,BOULEVARD, ,1965,1999,1966,2000,W ADMIRAL TAUSSIG BOULEVARD,1900,1900,bidirectional,Naval Base,1900,0,not permitted,557.934063
3214,Navigable Streets,Local Streets- Public,25, , ,REDWOOD,CIRCLE, ,8205,8213,8204,8212,REDWOOD CIRCLE,8200,8200,bidirectional,Minor,8200,0,residential,378.663668
2928,Navigable Streets,Local Streets- Public,25, , ,MONA,AVENUE, ,8401,8409,8400,8410,MONA AVENUE,8400,8400,bidirectional,Minor,8400,0,residential,274.929147
478,Navigable Streets,Local Streets- Public,25, , ,ATWOOD,AVENUE, ,9201,9247,9200,9246,ATWOOD AVENUE,9200,9200,bidirectional,Minor,9200,0,residential,641.601046
1180,Navigable Streets,Local Streets- Public,25, , ,SAINT GEORGE,AVENUE, ,9001,9015,9000,9016,SAINT GEORGE AVENUE,9000,9000,bidirectional,Minor,9000,0,residential,248.635022
479,Navigable Streets,Local Streets- Public,25, , ,RIDGEWELL,AVENUE, ,0,0,360,398,RIDGEWELL AVENUE,300,300,bidirectional,Minor,300,0,residential,260.122488
3345,Navy Streets,Base Roads,25, , ,CORREGIDOR,AVENUE, ,1125,1129,1600,1626,CORREGIDOR AVENUE,1100,1600,bidirectional,Naval Base,1600,0,not permitted,131.57689
2929,Navigable Streets,Local Streets- Public,25, , ,BUFFALO,AVENUE, ,0,0,0,0,BUFFALO AVENUE,8200,8200,bidirectional,Minor,8200,0,residential,23.711748
1668,Navigable Streets,Local Streets- Public,25, , ,PARKVIEW,AVENUE, ,0,0,1969,1977,PARKVIEW AVENUE,1900,1900,bidirectional,Minor,1900,0,residential,172.605075
2930,Navigable Streets,Local Streets- Public,25, , ,MONA,AVENUE, ,0,0,0,0,MONA AVENUE,8300,8300,bidirectional,Minor,8300,0,residential,20.039076
3346,Navy Streets,Base Roads,25, , ,PORTER,ROAD, ,1141,1145,1750,1762,PORTER ROAD,1100,1700,bidirectional,Naval Base,1100,0,not permitted,139.390168
1669,Navigable Streets,Local Streets- Public,25, , ,3RD BAY,STREET, ,0,0,0,0,3RD BAY STREET,9700,9700,bidirectional,Minor,9700,0,residential,148.551536
967,Navigable Streets,Local Streets- Public,25, , ,NORFOLK,AVENUE, ,0,0,0,0,NORFOLK AVENUE,9200,9200,bidirectional,Minor,9200,0,residential,254.449492
3347,Navigable Streets,Local Streets- Public,25, , ,RESTMERE,ROAD, ,0,0,0,0,RESTMERE ROAD,7800,7800,bidirectional,Minor,7800,0,residential,20.223883
2943,Navy Streets,Base Roads,25, , ,INGRAM,LOOP, ,0,0,0,0,INGRAM LOOP,0,0,bidirectional,Naval Base,0,0,not permitted,153.917791
1670,Navigable Streets,Principal Arterials,30,E, ,OCEAN VIEW,AVENUE, ,2200,2298,2201,2299,E OCEAN VIEW AVENUE,2200,2200,bidirectional,Major,2200,0,arterial/collector,345.973047
866,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,181.752742
3949,Navigable Streets,Principal Arterials,25,E, ,LITTLE CREEK                  ,ROAD, ,0,0,0,0,E LITTLE CREEK ROAD                     ,7900,7900,bidirectional,Median,7900,0,arterial/collector,44.627072
2785,Navy Streets,Base Roads,25, , ,STOWBRIDGE,LANE, ,7909,7911,7910,7912,STOWBRIDGE LANE,7900,7900,bidirectional,Naval Base,7900,0,not permitted,448.993549
1728,Navigable Streets,Minor Arterials,35, , ,GRANBY,STREET, ,0,0,0,0,GRANBY STREET,8700,8700,divided oneway,Major,8700,0,arterial/collector,291.393453
867,Navy Streets,Base Roads,25, , ,6TH,AVENUE, ,9185,9199,9186,9200,6TH AVENUE,9100,9200,bidirectional,Naval Base,9200,0,not permitted,310.126801
2786,Navy Streets,Base Roads,25, , ,PEDDARS,WAY, ,1133,1159,1132,1160,PEDDARS WAY,1100,1100,bidirectional,Naval Base,1100,0,not permitted,804.395696
3950,Navigable Streets,Principal Arterials,35, , ,GRANBY,STREET, ,0,0,7751,7721,GRANBY STREET,7700,7700,divided oneway,Major,7700,0,arterial/collector,153.970359
1333,Navigable Streets,Local Streets- Public,25, , ,BEAUMONT,STREET, ,9637,9647,9630,9646,BEAUMONT STREET,9600,9600,bidirectional,Minor,9600,0,residential,362.531752
868,Navy Streets,Base Roads,25, , ,CHAPEL,ROAD, ,469,489,470,490,CHAPEL ROAD,400,400,bidirectional,Naval Base,400,0,not permitted,564.985087
2788,Navigable Streets,Local Streets- Public,25, , ,FRIDEN,STREET, ,8305,8309,8300,8316,FRIDEN STREET,8300,8300,bidirectional,Minor,8300,0,residential,333.789826
3951,Navigable Streets,Principal Arterials,35,E, ,LITTLE CREEK,ROAD, ,0,0,0,0,E LITTLE CREEK ROAD,200,200,divided oneway,Major,200,0,arterial/collector,49.992509
2,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,154.765063
1334,Navigable Streets,Local Streets- Public,25, , ,KINGSTON,AVENUE, ,1500,1580,1501,1549,KINGSTON AVENUE,1500,1500,bidirectional,Minor,1500,0,residential,629.800933
3472,Navigable Streets,Local Streets- Public,25, , ,DIXIE,DRIVE, ,412,420,409,417,DIXIE DRIVE,400,400,bidirectional,Minor,400,0,residential,310.819265
3,Navigable Streets,Collectors,25,W, ,OCEAN VIEW,AVENUE, ,0,0,1054,1058,W OCEAN VIEW AVENUE,1000,1000,divided oneway,Minor,1000,0,arterial/collector,60.101884
2789,Navigable Streets,Local Streets- Public,25, , ,CORBETT,AVENUE, ,2204,2252,2205,2261,CORBETT AVENUE,2200,2200,bidirectional,Minor,2200,0,residential,1219.116716
1488,Navigable Streets,Local Streets- Public,25, , ,GRANBY,STREET, ,0,0,0,0,GRANBY STREET,8800,8800,bidirectional,Minor,8800,0,arterial/collector,384.462561
3473,Navigable Streets,Collectors,25, , ,DOMINION,AVENUE, ,2800,2898,2801,2899,DOMINION AVENUE,2800,2800,bidirectional,Minor,2800,0,arterial/collector,343.547635
1489,Navigable Streets,Local Streets- Public,25, , ,HOWE,STREET, ,0,0,0,0,HOWE STREET,100,100,bidirectional,Minor,100,0,residential,24.884648
247,Navigable Streets,Local Streets- Public,25,W, ,BALVIEW,AVENUE, ,267,273,256,266,W BALVIEW AVENUE,200,200,bidirectional,Minor,200,0,residential,206.054807
2790,Navigable Streets,Local Streets- Public,25, , ,CAVERN,COURT, ,0,0,8132,8136,CAVERN COURT,8100,8100,bidirectional,Minor,8100,0,residential,181.078757
3475,Navigable Streets,Interstate,55, , ,I-564W,HIGHWAY, ,0,0,0,0,I-564W HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,1904.763878
1491,Navigable Streets,Local Streets- Public,25, , ,BEAUMONT,STREET, ,0,0,0,0,BEAUMONT STREET,0,0,bidirectional,Minor,0,0,residential,19.313248
365,Navigable Streets,Minor Arterials,35, , ,GRANBY,STREET, ,0,0,0,0,GRANBY STREET,0,0,bidirectional,Median,0,0,arterial/collector,51.971199
2237,Navigable Streets,Collectors,25, , ,CAPEVIEW,AVENUE, ,8465,8465,8464,8468,CAPEVIEW AVENUE,8400,8400,bidirectional,Minor,8400,0,arterial/collector,214.484389
3575,Navigable Streets,Principal Arterials,25,E, ,LITTLE CREEK                  ,ROAD, ,0,0,0,0,E LITTLE CREEK ROAD                     ,0,0,bidirectional,Median,0,0,arterial/collector,45.598834
556,Navy Streets,Base Roads,25, , ,VIRGINIA,AVENUE, ,9685,9713,9686,9714,VIRGINIA AVENUE,9600,9700,bidirectional,Naval Base,9700,0,not permitted,309.021141
1522,Navigable Streets,Local Streets- Public,25, , ,STRATFORD,STREET, ,0,0,8852,8856,STRATFORD STREET,8800,8800,bidirectional,Minor,8800,0,residential,242.532827
2238,Navigable Streets,Local Streets- Public,25, , ,ARA,STREET, ,1800,1898,1801,1899,ARA STREET,1800,1800,bidirectional,Minor,1800,0,residential,912.727989
3576,Navigable Streets,Local Streets- Public,25, , ,WEBB,COURT, ,2438,2442,0,0,WEBB COURT,2400,2400,bidirectional,Minor,2400,0,residential,66.009401
557,Navy Streets,Base Roads,25, , ,A,STREET, ,389,397,390,398,A STREET,300,300,bidirectional,Naval Base,300,0,not permitted,265.800818
1523,Navigable Streets,Local Streets- Public,25, , ,FARRELL,STREET, ,300,328,309,329,FARRELL STREET,300,300,bidirectional,Minor,300,0,residential,485.270299
2240,Navigable Streets,Local Streets- Public,25, , ,HAMMETT,AVENUE, ,0,0,0,0,HAMMETT AVENUE,8500,8500,bidirectional,Minor,8500,0,residential,51.759874
3767,Navigable Streets,Principal Arterials,35, , ,HAMPTON,BOULEVARD, ,0,0,0,0,HAMPTON BOULEVARD,7800,7800,divided oneway,Major,7800,0,arterial/collector,699.378092
558,Navy Streets,Base Roads,25, , ,WAREHOUSE,STREET, ,419,469,420,470,WAREHOUSE STREET,400,400,bidirectional,Naval Base,400,0,not permitted,1202.535212
1524,Navigable Streets,Local Streets- Public,25, , ,HAMMETT,AVENUE, ,0,0,8840,8860,HAMMETT AVENUE,8800,8800,bidirectional,Minor,8800,0,residential,249.282221
2400,Navigable Streets,Local Streets- Public,25, , ,WHARTON,AVENUE, ,2336,2344,2329,2345,WHARTON AVENUE,2300,2300,bidirectional,Minor,2300,0,residential,256.481097
3768,Navigable Streets,Local Streets- Public,25, , ,EAST MALDEN,AVENUE, ,2900,2932,2901,2941,EAST MALDEN AVENUE,2900,2900,bidirectional,Minor,2900,0,residential,777.948881
971,Navigable Streets,Local Streets- Public,25, , ,BAINBRIDGE,AVENUE, ,0,0,9310,9398,BAINBRIDGE AVENUE,9300,9300,divided oneway,Minor,9300,0,arterial/collector,429.309374
1532,Navigable Streets,Local Streets- Public,25,W, ,WESTMONT,AVENUE, ,0,0,0,0,W WESTMONT AVENUE,100,100,bidirectional,Minor,100,0,residential,292.212135
2401,Navigable Streets,Local Streets- Public,25, , ,WHARTON,COURT, ,2312,2320,2324,2332,WHARTON COURT,2300,2300,bidirectional,Minor,2300,0,residential,148.028935
3769,Navigable Streets,Local Streets- Public,25, , ,NANCY,DRIVE, ,7901,7901,0,0,NANCY DRIVE,7900,7900,bidirectional,Minor,7900,0,residential,269.499772
972,Navigable Streets,Local Streets- Public,25,W, ,ADMIRAL TAUSSIG,BOULEVARD, ,0,0,0,0,W ADMIRAL TAUSSIG BOULEVARD,0,0,divided oneway,Minor,0,0,arterial/collector,92.017649
1533,Navigable Streets,Local Streets- Public,25, , ,MORWIN,STREET, ,9317,9349,9318,9350,MORWIN STREET,9300,9300,bidirectional,Minor,9300,0,residential,498.850348
2402,Navigable Streets,Local Streets- Public,25, , ,BENJAMIN,AVENUE, ,8501,8509,8500,8512,BENJAMIN AVENUE,8500,8500,bidirectional,Minor,8500,0,residential,254.01498
3324,Navigable Streets,Local Streets- Public,25, , ,GLENDON,AVENUE, ,1712,1722,1701,1723,GLENDON AVENUE,1700,1700,bidirectional,Minor,1700,0,residential,342.075767
973,Navigable Streets,Local Streets- Public,25, , ,BAINBRIDGE,AVENUE, ,9309,9397,0,0,BAINBRIDGE AVENUE,9300,9300,divided oneway,Minor,9300,0,arterial/collector,431.405239
1534,Navigable Streets,Local Streets- Public,25, , ,CALLA,AVENUE, ,1316,1350,1317,1359,CALLA AVENUE,1300,1300,bidirectional,Minor,1300,0,residential,651.865923
2373,Navigable Streets,Local Streets- Public,25, , ,CHANELKA,ROAD, ,1338,1338,1347,1347,CHANELKA ROAD,1300,1300,bidirectional,Minor,1300,0,residential,229.51469
3393,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,250.823075
1535,Navigable Streets,Local Streets- Public,25, , ,WILLOW,COURT, ,9341,9343,9338,9344,WILLOW COURT,9300,9300,bidirectional,Minor,9300,0,residential,165.165424
709,Navy Streets,Base Roads,25, , ,A,STREET, ,465,507,466,508,A STREET,400,500,bidirectional,Naval Base,500,0,not permitted,1083.154547
2374,Navigable Streets,Minor Arterials,35, , ,TIDEWATER,DRIVE, ,0,0,0,0,TIDEWATER DRIVE,8400,8400,bidirectional,Median,8400,0,arterial/collector,46.778893
3394,Navigable Streets,Tunnel Roads and other VDOT owned,45, , ,TERMINAL,BOULEVARD, ,0,0,0,0,TERMINAL BOULEVARD,500,500,divided oneway,Interstate,500,0,arterial/collector,2027.375282
1776,Navy Streets,Base Roads,25, , ,1ST,STREET, ,8999,9047,9000,9048,1ST STREET,8900,9000,bidirectional,Naval Base,9000,0,not permitted,374.156491
710,Navy Streets,Base Roads,25, , ,GILBERT,STREET, ,0,0,0,0,GILBERT STREET,0,0,bidirectional,Naval Base,0,0,not permitted,36.104945
2001,Navigable Streets,Minor Arterials,30,E, ,BAYVIEW,BOULEVARD, ,246,272,239,271,E BAYVIEW BOULEVARD,200,200,bidirectional,Major,200,0,arterial/collector,485.0672
1777,Navigable Streets,Local Streets- Public,25, , ,WHIT,AVENUE, ,9607,9607,9606,9616,WHIT AVENUE,9600,9600,bidirectional,Minor,9600,0,residential,167.524767
711,Navy Streets,Base Roads,25, , ,FARRAGUT,AVENUE, ,9499,9597,0,0,FARRAGUT AVENUE,9400,9500,divided oneway,Naval Base,9500,0,not permitted,401.303103
2220,Navigable Streets,Local Streets- Public,25, , ,RADNOR,ROAD, ,8441,8451,8442,8450,RADNOR ROAD,8400,8400,bidirectional,Minor,8400,0,residential,252.073919
3395,Navy Streets,Base Roads,25, , ,RUTHVEN,ROAD, ,0,0,0,0,RUTHVEN ROAD,7800,7800,bidirectional,Naval Base,7800,0,not permitted,568.2668
1899,Navigable Streets,Minor Arterials,25, , ,TIDEWATER                     ,DRIVE, ,0,0,0,0,TIDEWATER DRIVE                         ,300,300,bidirectional,Median,300,0,arterial/collector,45.842687
132,Navigable Streets,Local Streets- Public,25, , ,13TH VIEW,STREET, ,0,0,9628,9638,13TH VIEW STREET,9600,9600,bidirectional,Minor,9600,0,residential,266.569386
2221,Navigable Streets,Local Streets- Public,25, , ,WILKIE,ROAD, ,0,0,1355,1359,WILKIE ROAD,1300,1300,bidirectional,Minor,1300,0,residential,344.472063
3396,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,23.163849
1947,Navigable Streets,Local Streets- Public,25, , ,PRETTY LAKE,AVENUE, ,2400,2432,2401,2431,PRETTY LAKE AVENUE,2400,2400,bidirectional,Minor,2400,0,residential,372.260096
133,Navigable Streets,Interstate,55, , ,I-64W,HIGHWAY, ,0,0,0,0,I-64W HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,599.167875
2289,Navy Streets,Base Roads,25, , ,TRAILER,COURT, ,0,0,0,0,TRAILER COURT,0,0,bidirectional,Naval Base,0,0,not permitted,666.385035
3646,Navy Streets,Base Roads,25, , ,LEYTE,AVENUE, ,1101,1103,0,0,LEYTE AVENUE,1100,1100,bidirectional,Naval Base,1100,0,not permitted,213.227628
1027,Navigable Streets,Interstate,55, , ,I-64W,HIGHWAY, ,0,0,0,0,I-64W HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,32.024333
431,Navigable Streets,Local Streets- Public,25, , ,COLEMAN,AVENUE, ,9269,9279,0,0,COLEMAN AVENUE,9200,9200,bidirectional,Minor,9200,0,residential,93.00553
2290,Navy Streets,Base Roads,25, , ,RED LABEL,ROAD, ,8319,8397,8320,8398,RED LABEL ROAD,8300,8300,bidirectional,Naval Base,8300,0,not permitted,291.83605
3647,Navigable Streets,Local Streets- Public,25, , ,KEENE,ROAD, ,7923,7923,0,0,KEENE ROAD,7900,7900,bidirectional,Minor,7900,0,residential,258.259557
1028,Navigable Streets,Minor Arterials,25,W, ,BAY,AVENUE, ,0,0,0,0,W BAY AVENUE,200,200,signed oneway,Minor,200,0,arterial/collector,28.386686
432,Navigable Streets,Interstate,55, , ,I-64E,HIGHWAY, ,0,0,0,0,I-64E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,2253.310576
2291,Navigable Streets,Local Streets- Public,25, , ,PORTAL,ROAD, ,0,0,8432,8434,PORTAL ROAD,8400,8400,bidirectional,Minor,8400,0,residential,294.687052
3648,Navy Streets,Base Roads,25, , ,FECHTELLER,ROAD, ,1269,1297,1270,1298,FECHTELLER ROAD,1200,1200,bidirectional,Naval Base,1200,0,not permitted,301.356447
1038,Navigable Streets,Local Streets- Public,25, , ,GREEN VIEW,LANE, ,0,0,9208,9212,GREEN VIEW LANE,9200,9200,bidirectional,Minor,9200,0,residential,176.281126
433,Navigable Streets,Interstate,55, , ,I-64E,HIGHWAY, ,0,0,0,0,I-64E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,2225.616457
3650,Navigable Streets,Interstate,55, , ,I-564E,HIGHWAY, ,0,0,0,0,I-564E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,2389.610038
2837,Navy Streets,Base Roads,25, , ,MOREELL,STREET, ,0,0,0,0,MOREELL STREET,1600,1700,bidirectional,Naval Base,1700,0,not permitted,310.721998
1134,Navigable Streets,Local Streets- Public,25, , ,OCELLA,AVENUE, ,0,0,0,0,OCELLA AVENUE,9100,9100,bidirectional,Minor,9100,0,residential,254.182983
2838,Navy Streets,Base Roads,25, , ,KEY POINT,ROAD, ,0,0,0,0,KEY POINT ROAD,0,0,bidirectional,Naval Base,0,0,not permitted,125.765747
3267,Navigable Streets,Local Streets- Public,25, , ,CARLTON,STREET, ,8201,8205,8204,8204,CARLTON STREET,8200,8200,bidirectional,Minor,8200,0,residential,174.796961
456,Navigable Streets,Local Streets- Public,25, , ,COLEMAN,AVENUE, ,9251,9279,9250,9274,COLEMAN AVENUE,9200,9200,bidirectional,Minor,9200,0,residential,270.562524
1135,Navigable Streets,Local Streets- Public,25,E, ,LEICESTER,AVENUE, ,100,198,101,199,E LEICESTER AVENUE,100,100,bidirectional,Minor,100,0,residential,692.109057
2839,Navigable Streets,Local Streets- Public,25, , ,MILLARD,STREET, ,0,0,0,0,MILLARD STREET,8200,8200,bidirectional,Minor,8200,0,residential,276.841113
3295,Navigable Streets,Minor Arterials,35, , ,CHESAPEAKE,BOULEVARD, ,0,0,8223,8201,CHESAPEAKE BOULEVARD,8200,8200,divided oneway,Major,8200,0,arterial/collector,454.07219
457,Navigable Streets,Local Streets- Public,25, , ,DUVALL,STREET, ,0,0,0,0,DUVALL STREET,300,300,bidirectional,Minor,300,0,residential,250.61736
1136,Navy Streets,Base Roads,25, , ,DECATUR,AVENUE, ,9325,9447,9326,9448,DECATUR AVENUE,9300,9400,bidirectional,Naval Base,9400,0,not permitted,746.294705
2840,Navigable Streets,Local Streets- Public,25, , ,DEAN,DRIVE, ,2100,2128,2117,2129,DEAN DRIVE,2100,2100,bidirectional,Minor,2100,0,residential,497.41973
3296,Navigable Streets,Principal Arterials,35, , ,GRANBY,STREET, ,0,0,0,0,GRANBY STREET,7700,7700,divided oneway,Major,7700,0,arterial/collector,100.995383
570,Navy Streets,Base Roads,25, , ,FARRAGUT,AVENUE, ,0,0,0,0,FARRAGUT AVENUE,0,0,divided oneway,Naval Base,0,0,not permitted,34.97927
1169,Navy Streets,Base Roads,25, , ,WEST C,STREET, ,1299,1369,1300,1370,WEST C STREET,1200,1300,bidirectional,Naval Base,1300,0,not permitted,880.775658
2604,Navy Streets,Base Roads,25, , ,AIR TERMINAL,ROAD, ,8125,8139,8126,8140,AIR TERMINAL ROAD,8100,8100,bidirectional,Naval Base,8100,0,not permitted,400.027293
571,Navy Streets,Base Roads,25, , ,POWHATAN,STREET, ,0,0,0,0,POWHATAN STREET,0,0,divided oneway,Naval Base,0,0,not permitted,34.442212
3297,Navigable Streets,Interstate,55, , ,I-64E,HIGHWAY, ,0,0,0,0,I-64E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,312.457374
1170,Navigable Streets,Minor Arterials,35, , ,TIDEWATER,DRIVE, ,0,0,0,0,TIDEWATER DRIVE,9100,9100,divided oneway,Major,9100,0,arterial/collector,418.086097
2605,Navy Streets,Base Roads,25, , ,PATROL,ROAD, ,659,707,660,708,PATROL ROAD,600,700,bidirectional,Naval Base,700,0,not permitted,535.963722
572,Navy Streets,Base Roads,25, , ,FARRAGUT,AVENUE, ,0,0,0,0,FARRAGUT AVENUE,0,0,divided oneway,Naval Base,0,0,not permitted,37.712506
3013,Navigable Streets,Tunnel Roads and other VDOT owned,25, , ,TERMINAL,BOULEVARD, ,0,0,0,0,TERMINAL BOULEVARD,0,0,divided oneway,Interstate,0,0,arterial/collector,62.425842
2606,Navigable Streets,Local Streets- Public,25, , ,GYGAX,ROAD, ,8261,8261,0,0,GYGAX ROAD,8200,8200,bidirectional,Minor,8200,0,residential,232.837238
1171,Navigable Streets,Local Streets- Public,25,E, ,LEICESTER,AVENUE, ,200,214,201,227,E LEICESTER AVENUE,200,200,bidirectional,Minor,200,0,residential,389.555156
411,Navigable Streets,Local Streets- Public,25,W, ,SEAVIEW,AVENUE, ,101,175,110,182,W SEAVIEW AVENUE,100,100,signed oneway,Minor,100,0,residential,1205.212862
3014,Navigable Streets,Interstate,55, , ,I-564E,HIGHWAY, ,0,0,0,0,I-564E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,1247.451634
1225,Navigable Streets,Minor Arterials,35, , ,TIDEWATER,DRIVE, ,0,0,0,0,TIDEWATER DRIVE,9100,9100,divided oneway,Major,9100,0,arterial/collector,294.519125
412,Navigable Streets,Collectors,25, , ,1ST VIEW,STREET, ,9475,9499,9472,9498,1ST VIEW STREET,9400,9400,bidirectional,Minor,9400,0,arterial/collector,256.830344
2607,Navigable Streets,Local Streets- Public,25, , ,SIMONS,DRIVE, ,0,0,0,0,SIMONS DRIVE,8200,8200,bidirectional,Minor,8200,0,residential,91.107752
3015,Navigable Streets,Collectors,25, , ,WALTERS,DRIVE, ,8105,8117,8104,8112,WALTERS DRIVE,8100,8100,bidirectional,Minor,8100,0,arterial/collector,413.578829
1226,Navy Streets,Base Roads,25, , ,VIRGINIA,AVENUE, ,9259,9297,9260,9298,VIRGINIA AVENUE,9200,9200,bidirectional,Naval Base,9200,0,not permitted,332.792076
413,Navigable Streets,Minor Arterials,35, , ,GRANBY,STREET, ,0,0,9600,9608,GRANBY STREET,9600,9600,divided oneway,Major,9600,0,arterial/collector,217.919578
2557,Navy Streets,Base Roads,25, , ,IRONMONGER,ROAD, ,135,183,136,184,IRONMONGER ROAD,100,100,bidirectional,Naval Base,100,0,not permitted,755.416952
3877,Navigable Streets,Collectors,25, , ,DOMINION,AVENUE, ,2300,2338,2301,2339,DOMINION AVENUE,2300,2300,bidirectional,Minor,2300,0,arterial/collector,894.310945
1227,Navigable Streets,Collectors,35, , ,TIDEWATER,DRIVE, ,0,0,0,0,TIDEWATER DRIVE,8900,8900,bidirectional,Minor,8900,0,arterial/collector,158.83018
450,Navigable Streets,Local Streets- Public,25,E, ,SEAVIEW,AVENUE, ,0,0,0,0,E SEAVIEW AVENUE,100,100,divided oneway,Minor,100,0,residential,335.544306
2558,Navigable Streets,Local Streets- Public,25, , ,PRETTY LAKE,AVENUE, ,3801,3819,0,0,PRETTY LAKE AVENUE,3800,3800,bidirectional,Minor,3800,0,residential,388.266062
3429,Navigable Streets,Local Streets- Public,25, , ,DIXIE,DRIVE, ,306,314,301,317,DIXIE DRIVE,300,300,bidirectional,Minor,300,0,residential,707.272885
1228,Navigable Streets,Local Streets- Public,25,E, ,LEICESTER,AVENUE, ,400,422,401,425,E LEICESTER AVENUE,400,400,bidirectional,Minor,400,0,residential,382.266847
451,Navigable Streets,Local Streets- Public,25, , ,RIPPARD,AVENUE, ,0,0,9212,9246,RIPPARD AVENUE,9200,9200,bidirectional,Minor,9200,0,residential,619.186108
2559,Navigable Streets,Minor Arterials,25, , ,TIDEWATER                     ,DRIVE, ,0,0,0,0,TIDEWATER DRIVE                         ,700,700,bidirectional,Median,700,0,arterial/collector,46.529714
3430,Navigable Streets,Local Streets- Public,25, , ,KEENE,ROAD, ,8001,8027,8000,8020,KEENE ROAD,8000,8000,bidirectional,Minor,8000,0,residential,847.93232
1261,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,181.44288
79,Navigable Streets,Local Streets- Public,25, , ,LITTLE BAY,AVENUE, ,1201,1207,1200,1206,LITTLE BAY AVENUE,1200,1200,bidirectional,Minor,1200,0,residential,125.056227
2701,Navy Streets,Base Roads,25, , ,KEY POINT,LANE, ,7975,8159,7976,8160,KEY POINT LANE,7900,8100,bidirectional,Naval Base,8100,0,not permitted,1025.481597
3431,Navigable Streets,Local Streets- Public,25, , ,BRADFORD,AVENUE, ,425,425,416,428,BRADFORD AVENUE,400,400,bidirectional,Minor,400,0,residential,289.679696
1262,Navigable Streets,Local Streets- Public,25, , ,WARWICK,AVENUE, ,1050,1098,1059,1099,WARWICK AVENUE,1000,1000,bidirectional,Minor,1000,0,residential,239.570623
80,Navigable Streets,Local Streets- Public,25, , ,LITTLE BAY,AVENUE, ,1057,1069,1056,1070,LITTLE BAY AVENUE,1000,1000,bidirectional,Minor,1000,0,residential,203.202013
2702,Navy Streets,Base Roads,25, , ,MAGAZINE,ROAD, ,199,399,200,400,MAGAZINE ROAD,100,400,bidirectional,Naval Base,400,0,not permitted,1406.885944
1263,Navigable Streets,Collectors,25, , ,OLD OCEAN VIEW,ROAD, ,0,0,0,0,OLD OCEAN VIEW ROAD,8900,8900,bidirectional,Minor,8900,0,arterial/collector,162.548073
3433,Navigable Streets,Principal Arterials,25, , ,HAMPTON,BOULEVARD, ,0,0,0,0,HAMPTON BOULEVARD,0,0,bidirectional,Major,0,0,arterial/collector,38.578
81,Navigable Streets,Local Streets- Public,25, , ,LITTLE BAY,AVENUE, ,0,0,0,0,LITTLE BAY AVENUE,1000,1000,bidirectional,Minor,1000,0,residential,26.043525
